	entry_ac	go_id	go_descr
42083	Q9UK41	0005829	cytosol
42084	Q9UK41	0005769	early endosome
42085	Q9UK41	0005768	endosome
42086	Q9UK41	0010008	endosome membrane
42087	Q9UK41	0000813	ESCRT I complex
42088	Q9UK41	0070062	extracellular exosome
42089	Q9UK41	0043657	host cell
42090	Q9UK41	0031902	late endosome membrane
42091	Q9UK41	0005886	plasma membrane
42092	Q9UK41	0044877	protein-containing complex binding
42093	Q9UK41	0043130	ubiquitin binding
42094	Q9UK41	0016197	endosomal transport
42095	Q9UK41	0075733	intracellular transport of virus
42096	Q9UK41	0016236	macroautophagy
42097	Q9UK41	0036258	multivesicular body assembly
42098	Q9UK41	0031397	negative regulation of protein ubiquitination
42099	Q9UK41	0045732	positive regulation of protein catabolic process
42100	Q9UK41	2000397	positive regulation of ubiquitin-dependent endocytosis
42101	Q9UK41	0043328	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
42102	Q9UK41	0043162	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
42103	Q9UK41	0039702	viral budding via host ESCRT complex
42104	Q9UK41	0019058	viral life cycle
42310	Q96J92	0005923	bicellular tight junction
42311	Q96J92	0005737	cytoplasm
42312	Q96J92	0005829	cytosol
42313	Q96J92	0016020	membrane
42314	Q96J92	0005524	ATP binding
42315	Q96J92	0019869	chloride channel inhibitor activity
42316	Q96J92	0019870	potassium channel inhibitor activity
42317	Q96J92	0004674	protein serine/threonine kinase activity
42318	Q96J92	0006821	chloride transport
42319	Q96J92	0072156	distal tubule morphogenesis
42320	Q96J92	0035556	intracellular signal transduction
42321	Q96J92	0050801	ion homeostasis
42322	Q96J92	0006811	ion transport
42323	Q96J92	0090188	negative regulation of pancreatic juice secretion
42324	Q96J92	0010766	negative regulation of sodium ion transport
42325	Q96J92	0032414	positive regulation of ion transmembrane transporter activity
42326	Q96J92	1903288	positive regulation of potassium ion import across plasma membrane
42327	Q96J92	2000651	positive regulation of sodium ion transmembrane transporter activity
42328	Q96J92	0008104	protein localization
42329	Q96J92	0006468	protein phosphorylation
42330	Q96J92	0050794	regulation of cellular process
42331	Q96J92	0070294	renal sodium ion absorption
42596	P62256	0005829	cytosol
42597	P62256	0005524	ATP binding
42598	P62256	0061631	ubiquitin conjugating enzyme activity
42599	P62256	0004842	ubiquitin-protein transferase activity
42600	P62256	0043161	proteasome-mediated ubiquitin-dependent protein catabolic process
42601	P62256	0070979	protein K11-linked ubiquitination
42602	P62256	0070936	protein K48-linked ubiquitination
42603	P62256	0016567	protein ubiquitination
42604	P62256	0006511	ubiquitin-dependent protein catabolic process
42605	O15498	0097440	apical dendrite
42606	O15498	0097441	basal dendrite
42607	O15498	0005623	cell
42608	O15498	0005737	cytoplasm
42609	O15498	0030659	cytoplasmic vesicle membrane
42610	O15498	0005829	cytosol
42611	O15498	0005783	endoplasmic reticulum
42612	O15498	0033116	endoplasmic reticulum-Golgi intermediate compartment membrane
42613	O15498	0005768	endosome
42614	O15498	0005794	Golgi apparatus
42615	O15498	0000139	Golgi membrane
42616	O15498	0005887	integral component of plasma membrane
42617	O15498	0005739	mitochondrion
42618	O15498	0043025	neuronal cell body
42619	O15498	0031201	SNARE complex
42620	O15498	0030133	transport vesicle
42621	O15498	0045296	cadherin binding
42622	O15498	0019706	protein-cysteine S-palmitoyltransferase activity
42623	O15498	0005484	SNAP receptor activity
42624	O15498	0006888	endoplasmic reticulum to Golgi vesicle-mediated transport
42625	O15498	0015031	protein transport
42626	O15498	0042147	retrograde transport, endosome to Golgi
42627	O15498	0006904	vesicle docking involved in exocytosis
42628	O15498	0006903	vesicle targeting
42676	Q6IQ55	0005814	centriole
42677	Q6IQ55	0036064	ciliary basal body
42678	Q6IQ55	0035869	ciliary transition zone
42679	Q6IQ55	0005737	cytoplasm
42680	Q6IQ55	0005829	cytosol
42681	Q6IQ55	0005615	extracellular space
42682	Q6IQ55	0005634	nucleus
42683	Q6IQ55	0005524	ATP binding
42684	Q6IQ55	0019894	kinesin binding
42685	Q6IQ55	0051010	microtubule plus-end binding
42686	Q6IQ55	0004672	protein kinase activity
42687	Q6IQ55	0004674	protein serine/threonine kinase activity
42688	Q6IQ55	0048156	tau protein binding
42689	Q6IQ55	0050321	tau-protein kinase activity
42690	Q6IQ55	0021681	cerebellar granular layer development
42691	Q6IQ55	0021935	cerebellar granule cell precursor tangential migration
42692	Q6IQ55	0021549	cerebellum development
42693	Q6IQ55	0097711	ciliary basal body-plasma membrane docking
42694	Q6IQ55	0060271	cilium assembly
42695	Q6IQ55	0000226	microtubule cytoskeleton organization
42696	Q6IQ55	1904527	negative regulation of microtubule binding
42697	Q6IQ55	0007026	negative regulation of microtubule depolymerization
42698	Q6IQ55	1902817	negative regulation of protein localization to microtubule
42699	Q6IQ55	0018105	peptidyl-serine phosphorylation
42700	Q6IQ55	0030334	regulation of cell migration
42701	Q6IQ55	0007224	smoothened signaling pathway
42839	Q969T9	0005737	cytoplasm
42840	Q969T9	0000790	nuclear chromatin
42841	Q969T9	0005634	nucleus
42842	Q969T9	0031490	chromatin DNA binding
42843	Q969T9	0030331	estrogen receptor binding
42844	Q969T9	0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding
42845	Q969T9	0003713	transcription coactivator activity
42846	Q969T9	0071391	cellular response to estrogen stimulus
42847	Q969T9	0045184	establishment of protein localization
42848	Q969T9	0045815	positive regulation of gene expression, epigenetic
42849	Q969T9	0071442	positive regulation of histone H3-K14 acetylation
42850	Q969T9	0033148	positive regulation of intracellular estrogen receptor signaling pathway
42851	Q969T9	0045944	positive regulation of transcription by RNA polymerase II
42852	Q969T9	0050847	progesterone receptor signaling pathway
42853	Q969T9	0043627	response to estrogen
42854	Q969T9	0032570	response to progesterone
42932	Q8TAQ5	0005654	nucleoplasm
42933	Q8TAQ5	0003677	DNA binding
42934	Q8TAQ5	0046872	metal ion binding
42935	Q8TAQ5	0042981	regulation of apoptotic process
42936	Q8TAQ5	0006355	regulation of transcription, DNA-templated
43021	Q6AWC2	0005829	cytosol
43022	Q6AWC2	0019900	kinase binding
43023	Q6AWC2	0060090	molecular adaptor activity
43024	Q6AWC2	0035331	negative regulation of hippo signaling
43025	Q6AWC2	0046621	negative regulation of organ growth
43026	Q6AWC2	0000122	negative regulation of transcription by RNA polymerase II
43108	P42285	0071013	catalytic step 2 spliceosome
43109	P42285	0016607	nuclear speck
43110	P42285	0005730	nucleolus
43111	P42285	0005654	nucleoplasm
43112	P42285	0005634	nucleus
43113	P42285	0031499	TRAMP complex
43114	P42285	0005524	ATP binding
43115	P42285	0003723	RNA binding
43116	P42285	0003724	RNA helicase activity
43117	P42285	0000460	maturation of 5.8S rRNA
43118	P42285	0000398	mRNA splicing, via spliceosome
43119	P42285	0006401	RNA catabolic process
43120	P42285	0006364	rRNA processing
43121	P42285	0016076	snRNA catabolic process
43135	P67775	0000775	chromosome, centromeric region
43136	P67775	0005829	cytosol
43137	P67775	0070062	extracellular exosome
43138	P67775	0016020	membrane
43139	P67775	0045121	membrane raft
43140	P67775	0015630	microtubule cytoskeleton
43141	P67775	0005739	mitochondrion
43142	P67775	0005634	nucleus
43143	P67775	0005886	plasma membrane
43144	P67775	0000159	protein phosphatase type 2A complex
43145	P67775	0000922	spindle pole
43146	P67775	0045202	synapse
43147	P67775	0050811	GABA receptor binding
43148	P67775	0046872	metal ion binding
43149	P67775	0004721	phosphoprotein phosphatase activity
43150	P67775	0008022	protein C-terminus binding
43151	P67775	0046982	protein heterodimerization activity
43152	P67775	0004722	protein serine/threonine phosphatase activity
43153	P67775	0048156	tau protein binding
43154	P67775	0006915	apoptotic process
43155	P67775	0006672	ceramide metabolic process
43156	P67775	0000188	inactivation of MAPK activity
43157	P67775	0051321	meiotic cell cycle
43158	P67775	0007498	mesoderm development
43159	P67775	0007084	mitotic nuclear envelope reassembly
43160	P67775	0030308	negative regulation of cell growth
43161	P67775	0010719	negative regulation of epithelial to mesenchymal transition
43162	P67775	0042532	negative regulation of tyrosine phosphorylation of STAT protein
43163	P67775	0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay
43164	P67775	0070262	peptidyl-serine dephosphorylation
43165	P67775	0035970	peptidyl-threonine dephosphorylation
43166	P67775	1904528	positive regulation of microtubule binding
43167	P67775	0071902	positive regulation of protein serine/threonine kinase activity
43168	P67775	0006470	protein dephosphorylation
43169	P67775	0030155	regulation of cell adhesion
43170	P67775	0045595	regulation of cell differentiation
43171	P67775	0006275	regulation of DNA replication
43172	P67775	0040008	regulation of growth
43173	P67775	1904526	regulation of microtubule binding
43174	P67775	0001932	regulation of protein phosphorylation
43175	P67775	0006355	regulation of transcription, DNA-templated
43176	P67775	0030111	regulation of Wnt signaling pathway
43177	P67775	0010288	response to lead ion
43178	P67775	0010033	response to organic substance
43179	P67775	0008380	RNA splicing
43180	P67775	0019932	second-messenger-mediated signaling
43181	O00212	0005938	cell cortex
43182	O00212	0032153	cell division site
43183	O00212	0005737	cytoplasm
43184	O00212	0005829	cytosol
43185	O00212	0005769	early endosome
43186	O00212	0010008	endosome membrane
43187	O00212	0043231	intracellular membrane-bounded organelle
43188	O00212	0005886	plasma membrane
43189	O00212	0005525	GTP binding
43190	O00212	0003924	GTPase activity
43191	O00212	0019901	protein kinase binding
43192	O00212	0051017	actin filament bundle assembly
43193	O00212	0007015	actin filament organization
43194	O00212	0016477	cell migration
43195	O00212	0030950	establishment or maintenance of actin cytoskeleton polarity
43196	O00212	0048041	focal adhesion assembly
43197	O00212	0030032	lamellipodium assembly
43198	O00212	0045785	positive regulation of cell adhesion
43199	O00212	0030335	positive regulation of cell migration
43200	O00212	0006605	protein targeting
43201	O00212	0032956	regulation of actin cytoskeleton organization
43202	O00212	2000249	regulation of actin cytoskeleton reorganization
43203	O00212	0030334	regulation of cell migration
43204	O00212	0008360	regulation of cell shape
43205	O00212	0051893	regulation of focal adhesion assembly
43206	O00212	0051056	regulation of small GTPase mediated signal transduction
43207	O00212	0007266	Rho protein signal transduction
43208	P52435	0005654	nucleoplasm
43209	P52435	0005634	nucleus
43210	P52435	0005665	RNA polymerase II, core complex
43211	P52435	0003677	DNA binding
43212	P52435	0003899	DNA-directed 5'-3' RNA polymerase activity
43213	P52435	0030275	LRR domain binding
43214	P52435	0046983	protein dimerization activity
43215	P52435	0001055	RNA polymerase II activity
43216	P52435	0006370	7-methylguanosine mRNA capping
43217	P52435	0008543	fibroblast growth factor receptor signaling pathway
43218	P52435	0000398	mRNA splicing, via spliceosome
43219	P52435	0050434	positive regulation of viral transcription
43220	P52435	0060964	regulation of gene silencing by miRNA
43221	P52435	0016070	RNA metabolic process
43222	P52435	0042795	snRNA transcription by RNA polymerase II
43223	P52435	0035019	somatic stem cell population maintenance
43224	P52435	0006366	transcription by RNA polymerase II
43225	P52435	0006368	transcription elongation from RNA polymerase II promoter
43226	P52435	0006367	transcription initiation from RNA polymerase II promoter
43227	P52435	0006351	transcription, DNA-templated
43228	P52435	0006283	transcription-coupled nucleotide-excision repair
43293	Q9NRR4	0070877	microprocessor complex
43294	Q9NRR4	0005730	nucleolus
43295	Q9NRR4	0005654	nucleoplasm
43296	Q9NRR4	0005634	nucleus
43297	Q9NRR4	0014069	postsynaptic density
43298	Q9NRR4	0017151	DEAD/H-box RNA helicase binding
43299	Q9NRR4	0003725	double-stranded RNA binding
43300	Q9NRR4	0001530	lipopolysaccharide binding
43301	Q9NRR4	0046872	metal ion binding
43302	Q9NRR4	0070878	primary miRNA binding
43303	Q9NRR4	0042803	protein homodimerization activity
43304	Q9NRR4	0070412	R-SMAD binding
43305	Q9NRR4	0004525	ribonuclease III activity
43306	Q9NRR4	0003723	RNA binding
43307	Q9NRR4	0046332	SMAD binding
43308	Q9NRR4	0050829	defense response to Gram-negative bacterium
43309	Q9NRR4	0050830	defense response to Gram-positive bacterium
43310	Q9NRR4	0010586	miRNA metabolic process
43311	Q9NRR4	0010628	positive regulation of gene expression
43312	Q9NRR4	0031054	pre-miRNA processing
43313	Q9NRR4	0031053	primary miRNA processing
43314	Q9NRR4	0030422	production of siRNA involved in RNA interference
43315	Q9NRR4	0050727	regulation of inflammatory response
43316	Q9NRR4	2000628	regulation of miRNA metabolic process
43317	Q9NRR4	0045589	regulation of regulatory T cell differentiation
43318	Q9NRR4	0042254	ribosome biogenesis
43319	Q9NRR4	0006396	RNA processing
43320	Q9NRR4	0016075	rRNA catabolic process
43424	P62877	0031462	Cul2-RING ubiquitin ligase complex
43425	P62877	0031463	Cul3-RING ubiquitin ligase complex
43426	P62877	0080008	Cul4-RING E3 ubiquitin ligase complex
43427	P62877	0031464	Cul4A-RING E3 ubiquitin ligase complex
43428	P62877	0031465	Cul4B-RING E3 ubiquitin ligase complex
43429	P62877	0031466	Cul5-RING ubiquitin ligase complex
43430	P62877	0031467	Cul7-RING ubiquitin ligase complex
43431	P62877	0031461	cullin-RING ubiquitin ligase complex
43432	P62877	0005829	cytosol
43433	P62877	0043224	nuclear SCF ubiquitin ligase complex
43434	P62877	0005654	nucleoplasm
43435	P62877	0005634	nucleus
43436	P62877	0019005	SCF ubiquitin ligase complex
43437	P62877	0030891	VCB complex
43438	P62877	0097602	cullin family protein binding
43439	P62877	0061663	NEDD8 ligase activity
43440	P62877	0019788	NEDD8 transferase activity
43441	P62877	0044877	protein-containing complex binding
43442	P62877	0008134	transcription factor binding
43443	P62877	0061630	ubiquitin protein ligase activity
43444	P62877	0031625	ubiquitin protein ligase binding
43445	P62877	0034450	ubiquitin-ubiquitin ligase activity
43446	P62877	0008270	zinc ion binding
43447	P62877	0042769	DNA damage response, detection of DNA damage
43448	P62877	0070911	global genome nucleotide-excision repair
43449	P62877	0070498	interleukin-1-mediated signaling pathway
43450	P62877	0000165	MAPK cascade
43451	P62877	0090090	negative regulation of canonical Wnt signaling pathway
43452	P62877	0010972	negative regulation of G2/M transition of mitotic cell cycle
43453	P62877	0000715	nucleotide-excision repair, DNA damage recognition
43454	P62877	0000717	nucleotide-excision repair, DNA duplex unwinding
43455	P62877	0033683	nucleotide-excision repair, DNA incision
43456	P62877	0006295	nucleotide-excision repair, DNA incision, 3'-to lesion
43457	P62877	0006296	nucleotide-excision repair, DNA incision, 5'-to lesion
43458	P62877	0006294	nucleotide-excision repair, preincision complex assembly
43459	P62877	0006293	nucleotide-excision repair, preincision complex stabilization
43460	P62877	0032436	positive regulation of proteasomal ubiquitin-dependent protein catabolic process
43461	P62877	0043687	post-translational protein modification
43462	P62877	0043161	proteasome-mediated ubiquitin-dependent protein catabolic process
43463	P62877	0006513	protein monoubiquitination
43464	P62877	0045116	protein neddylation
43465	P62877	0000209	protein polyubiquitination
43466	P62877	0016567	protein ubiquitination
43467	P62877	0061418	regulation of transcription from RNA polymerase II promoter in response to hypoxia
43468	P62877	0010265	SCF complex assembly
43469	P62877	0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
43470	P62877	0006283	transcription-coupled nucleotide-excision repair
43471	P62877	0006511	ubiquitin-dependent protein catabolic process
43472	P62877	0016032	viral process
43473	P62877	0016055	Wnt signaling pathway
43479	Q9UBF6	0031462	Cul2-RING ubiquitin ligase complex
43480	Q9UBF6	0031463	Cul3-RING ubiquitin ligase complex
43481	Q9UBF6	0080008	Cul4-RING E3 ubiquitin ligase complex
43482	Q9UBF6	0031466	Cul5-RING ubiquitin ligase complex
43483	Q9UBF6	0031467	Cul7-RING ubiquitin ligase complex
43484	Q9UBF6	0031461	cullin-RING ubiquitin ligase complex
43485	Q9UBF6	0005737	cytoplasm
43486	Q9UBF6	0005829	cytosol
43487	Q9UBF6	0043224	nuclear SCF ubiquitin ligase complex
43488	Q9UBF6	0005654	nucleoplasm
43489	Q9UBF6	0005634	nucleus
43490	Q9UBF6	0005507	copper ion binding
43491	Q9UBF6	0097602	cullin family protein binding
43492	Q9UBF6	0061663	NEDD8 ligase activity
43493	Q9UBF6	0019788	NEDD8 transferase activity
43494	Q9UBF6	0061630	ubiquitin protein ligase activity
43495	Q9UBF6	0008270	zinc ion binding
43496	Q9UBF6	0043687	post-translational protein modification
43497	Q9UBF6	0045116	protein neddylation
43498	Q9UBF6	0051775	response to redox state
43499	Q9UBF6	0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
43500	Q9UBF6	0006511	ubiquitin-dependent protein catabolic process
43825	Q6ZTQ3	0006915	apoptotic process
43826	Q6ZTQ3	0042981	regulation of apoptotic process
43827	Q6ZTQ3	0007165	signal transduction
43918	Q7Z6E9	0005694	chromosome
43919	Q7Z6E9	0005829	cytosol
43920	Q7Z6E9	0005815	microtubule organizing center
43921	Q7Z6E9	0016607	nuclear speck
43922	Q7Z6E9	0005730	nucleolus
43923	Q7Z6E9	0032991	protein-containing complex
43924	Q7Z6E9	0019901	protein kinase binding
43925	Q7Z6E9	0003723	RNA binding
43926	Q7Z6E9	0061630	ubiquitin protein ligase activity
43927	Q7Z6E9	0004842	ubiquitin-protein transferase activity
43928	Q7Z6E9	0008270	zinc ion binding
43929	Q7Z6E9	0006974	cellular response to DNA damage stimulus
43930	Q7Z6E9	0006260	DNA replication
43931	Q7Z6E9	0048568	embryonic organ development
43932	Q7Z6E9	0001701	in utero embryonic development
43933	Q7Z6E9	0006397	mRNA processing
43934	Q7Z6E9	0035264	multicellular organism growth
43935	Q7Z6E9	0000209	protein polyubiquitination
43936	Q7Z6E9	0006275	regulation of DNA replication
43937	Q7Z6E9	0061053	somite development
43938	Q7Z6E9	0006511	ubiquitin-dependent protein catabolic process
44085	Q6UVJ0	0034451	centriolar satellite
44086	Q6UVJ0	0005814	centriole
44087	Q6UVJ0	0005813	centrosome
44088	Q6UVJ0	0005829	cytosol
44089	Q6UVJ0	0098536	deuterosome
44090	Q6UVJ0	0007099	centriole replication
44091	Q6UVJ0	0051298	centrosome duplication
44413	Q9NZQ9	0030016	myofibril
44414	Q9NZQ9	0005865	striated muscle thin filament
44415	Q9NZQ9	0051015	actin filament binding
44416	Q9NZQ9	0005523	tropomyosin binding
44417	Q9NZQ9	0006936	muscle contraction
44418	Q9NZQ9	0030239	myofibril assembly
44419	Q9NZQ9	0051694	pointed-end actin filament capping
45121	Q9NV92	0005737	cytoplasm
45122	Q9NV92	0005783	endoplasmic reticulum
45123	Q9NV92	0005794	Golgi apparatus
45124	Q9NV92	0000139	Golgi membrane
45125	Q9NV92	0016021	integral component of membrane
45126	Q9NV92	0043231	intracellular membrane-bounded organelle
45127	Q9NV92	0005739	mitochondrion
45128	Q9NV92	0032585	multivesicular body membrane
45129	Q9NV92	0048471	perinuclear region of cytoplasm
45130	Q9NV92	0050699	WW domain binding
45131	Q9NV92	0030001	metal ion transport
45132	Q9NV92	0010629	negative regulation of gene expression
45133	Q9NV92	0051224	negative regulation of protein transport
45134	Q9NV92	0032410	negative regulation of transporter activity
45135	Q9NV92	0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling
45136	Q9NV92	0031398	positive regulation of protein ubiquitination
45137	Q9NV92	0006511	ubiquitin-dependent protein catabolic process
45138	Q9NV92	0007034	vacuolar transport
45604	Q14134	0005913	cell-cell adherens junction
45605	Q14134	0005764	lysosome
45606	Q14134	0098641	cadherin binding involved in cell-cell adhesion
45607	Q14134	0003700	DNA-binding transcription factor activity
45608	Q14134	0042802	identical protein binding
45609	Q14134	0002039	p53 binding
45610	Q14134	0008270	zinc ion binding
45611	Q14134	0045087	innate immune response
45612	Q14134	1900181	negative regulation of protein localization to nucleus
45613	Q14134	0000122	negative regulation of transcription by RNA polymerase II
45614	Q14134	0006366	transcription by RNA polymerase II
46322	P10916	0031672	A band
46323	P10916	0097512	cardiac myofibril
46324	P10916	0005856	cytoskeleton
46325	P10916	0005829	cytosol
46326	P10916	0030016	myofibril
46327	P10916	0016459	myosin complex
46328	P10916	0030017	sarcomere
46329	P10916	0003785	actin monomer binding
46330	P10916	0005509	calcium ion binding
46331	P10916	0032036	myosin heavy chain binding
46332	P10916	0008307	structural constituent of muscle
46333	P10916	0060048	cardiac muscle contraction
46334	P10916	0055003	cardiac myofibril assembly
46335	P10916	0060047	heart contraction
46336	P10916	0007507	heart development
46337	P10916	0042694	muscle cell fate specification
46338	P10916	0048747	muscle fiber development
46339	P10916	0030049	muscle filament sliding
46340	P10916	0030308	negative regulation of cell growth
46341	P10916	0098735	positive regulation of the force of heart contraction
46342	P10916	0009791	post-embryonic development
46343	P10916	0006942	regulation of striated muscle contraction
46344	P10916	0002026	regulation of the force of heart contraction
46345	P10916	0055010	ventricular cardiac muscle tissue morphogenesis
46601	P01106	0005623	cell
46602	P01106	0000790	nuclear chromatin
46603	P01106	0005730	nucleolus
46604	P01106	0005654	nucleoplasm
46605	P01106	0005634	nucleus
46606	P01106	0032991	protein-containing complex
46607	P01106	0033613	activating transcription factor binding
46608	P01106	0001047	core promoter binding
46609	P01106	0003677	DNA binding
46610	P01106	0001228	DNA-binding transcription activator activity, RNA polymerase II-specific
46611	P01106	0003700	DNA-binding transcription factor activity
46612	P01106	0000981	DNA-binding transcription factor activity, RNA polymerase II-specific
46613	P01106	0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific
46614	P01106	0070888	E-box binding
46615	P01106	0046983	protein dimerization activity
46616	P01106	0044877	protein-containing complex binding
46617	P01106	0070491	repressing transcription factor binding
46618	P01106	0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding
46619	P01106	0008134	transcription factor binding
46620	P01106	1904837	beta-catenin-TCF complex assembly
46621	P01106	0001658	branching involved in ureteric bud morphogenesis
46622	P01106	0007050	cell cycle arrest
46623	P01106	0006879	cellular iron ion homeostasis
46624	P01106	0006974	cellular response to DNA damage stimulus
46625	P01106	0035690	cellular response to drug
46626	P01106	0071456	cellular response to hypoxia
46627	P01106	0034644	cellular response to UV
46628	P01106	0006338	chromatin remodeling
46629	P01106	0051276	chromosome organization
46630	P01106	0019221	cytokine-mediated signaling pathway
46631	P01106	0006112	energy reserve metabolic process
46632	P01106	0070371	ERK1 and ERK2 cascade
46633	P01106	0044346	fibroblast apoptotic process
46634	P01106	0000082	G1/S transition of mitotic cell cycle
46635	P01106	0000165	MAPK cascade
46636	P01106	0043066	negative regulation of apoptotic process
46637	P01106	0051782	negative regulation of cell division
46638	P01106	0048147	negative regulation of fibroblast proliferation
46639	P01106	0045656	negative regulation of monocyte differentiation
46640	P01106	0032873	negative regulation of stress-activated MAPK cascade
46641	P01106	0000122	negative regulation of transcription by RNA polymerase II
46642	P01106	0007219	Notch signaling pathway
46643	P01106	0015671	oxygen transport
46644	P01106	0008284	positive regulation of cell population proliferation
46645	P01106	0043280	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process
46646	P01106	2000573	positive regulation of DNA biosynthetic process
46647	P01106	1905643	positive regulation of DNA methylation
46648	P01106	0050679	positive regulation of epithelial cell proliferation
46649	P01106	0048146	positive regulation of fibroblast proliferation
46650	P01106	0010628	positive regulation of gene expression
46651	P01106	0002053	positive regulation of mesenchymal cell proliferation
46652	P01106	0090096	positive regulation of metanephric cap mesenchymal cell proliferation
46653	P01106	2001022	positive regulation of response to DNA damage stimulus
46654	P01106	0051973	positive regulation of telomerase activity
46655	P01106	0045944	positive regulation of transcription by RNA polymerase II
46656	P01106	0045893	positive regulation of transcription, DNA-templated
46657	P01106	0016579	protein deubiquitination
46658	P01106	0032986	protein-DNA complex disassembly
46659	P01106	0010468	regulation of gene expression
46660	P01106	1904672	regulation of somatic stem cell population maintenance
46661	P01106	0032204	regulation of telomere maintenance
46662	P01106	0006357	regulation of transcription by RNA polymerase II
46663	P01106	0042493	response to drug
46664	P01106	0010332	response to gamma radiation
46665	P01106	0070848	response to growth factor
46666	Q5BJF6	0120103	centriolar subdistal appendage
46667	Q5BJF6	0005814	centriole
46668	Q5BJF6	0005813	centrosome
46669	Q5BJF6	0036064	ciliary basal body
46670	Q5BJF6	0097539	ciliary transition fiber
46671	Q5BJF6	0005929	cilium
46672	Q5BJF6	0005829	cytosol
46673	Q5BJF6	0005874	microtubule
46674	Q5BJF6	0005634	nucleus
46675	Q5BJF6	0001520	outer dense fiber
46676	Q5BJF6	0036126	sperm flagellum
46677	Q5BJF6	0000922	spindle pole
46678	Q5BJF6	0017137	Rab GTPase binding
46679	Q5BJF6	0005198	structural molecule activity
46680	Q5BJF6	0010457	centriole-centriole cohesion
46681	Q5BJF6	0097711	ciliary basal body-plasma membrane docking
46682	Q5BJF6	0044782	cilium organization
46683	Q5BJF6	0000086	G2/M transition of mitotic cell cycle
46684	Q5BJF6	0007275	multicellular organism development
46685	Q5BJF6	0008104	protein localization
46686	Q5BJF6	1902017	regulation of cilium assembly
46687	Q5BJF6	0010389	regulation of G2/M transition of mitotic cell cycle
46688	Q5BJF6	0007286	spermatid development
47008	P55036	0005829	cytosol
47009	P55036	0005654	nucleoplasm
47010	P55036	0005634	nucleus
47011	P55036	0022624	proteasome accessory complex
47012	P55036	0000502	proteasome complex
47013	P55036	0008540	proteasome regulatory particle, base subcomplex
47014	P55036	0042802	identical protein binding
47015	P55036	0031593	polyubiquitin modification-dependent protein binding
47016	P55036	0003723	RNA binding
47017	P55036	0031145	anaphase-promoting complex-dependent catabolic process
47018	P55036	0002479	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent
47019	P55036	0038095	Fc-epsilon receptor signaling pathway
47020	P55036	0070498	interleukin-1-mediated signaling pathway
47021	P55036	0000165	MAPK cascade
47022	P55036	0090090	negative regulation of canonical Wnt signaling pathway
47023	P55036	0010972	negative regulation of G2/M transition of mitotic cell cycle
47024	P55036	0038061	NIK/NF-kappaB signaling
47025	P55036	0090263	positive regulation of canonical Wnt signaling pathway
47026	P55036	0043687	post-translational protein modification
47027	P55036	0043248	proteasome assembly
47028	P55036	0043161	proteasome-mediated ubiquitin-dependent protein catabolic process
47029	P55036	0016579	protein deubiquitination
47030	P55036	0000209	protein polyubiquitination
47031	P55036	0006521	regulation of cellular amino acid metabolic process
47032	P55036	1902036	regulation of hematopoietic stem cell differentiation
47033	P55036	1901990	regulation of mitotic cell cycle phase transition
47034	P55036	0043488	regulation of mRNA stability
47035	P55036	0061418	regulation of transcription from RNA polymerase II promoter in response to hypoxia
47036	P55036	0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
47037	P55036	0002223	stimulatory C-type lectin receptor signaling pathway
47038	P55036	0050852	T cell receptor signaling pathway
47039	P55036	0055085	transmembrane transport
47040	P55036	0033209	tumor necrosis factor-mediated signaling pathway
47041	P55036	0060071	Wnt signaling pathway, planar cell polarity pathway
47149	O75376	0005829	cytosol
47150	O75376	0000118	histone deacetylase complex
47151	O75376	0016020	membrane
47152	O75376	0072686	mitotic spindle
47153	O75376	0000790	nuclear chromatin
47154	O75376	0005654	nucleoplasm
47155	O75376	0005634	nucleus
47156	O75376	0017053	transcriptional repressor complex
47157	O75376	0003682	chromatin binding
47158	O75376	0042826	histone deacetylase binding
47159	O75376	0035257	nuclear hormone receptor binding
47160	O75376	0001102	RNA polymerase II activating transcription factor binding
47161	O75376	0001012	RNA polymerase II regulatory region DNA binding
47162	O75376	0043565	sequence-specific DNA binding
47163	O75376	0046966	thyroid hormone receptor binding
47164	O75376	0003714	transcription corepressor activity
47165	O75376	0044212	transcription regulatory region DNA binding
47166	O75376	0006325	chromatin organization
47167	O75376	0007623	circadian rhythm
47168	O75376	0045475	locomotor rhythm
47169	O75376	0060766	negative regulation of androgen receptor signaling pathway
47170	O75376	0045922	negative regulation of fatty acid metabolic process
47171	O75376	0045820	negative regulation of glycolytic process
47172	O75376	0046329	negative regulation of JNK cascade
47173	O75376	1903799	negative regulation of production of miRNAs involved in gene silencing by miRNA
47174	O75376	0000122	negative regulation of transcription by RNA polymerase II
47175	O75376	0045892	negative regulation of transcription, DNA-templated
