	entry_ac	do_id	name	descr
13505	P05362	10763	hypertension	An artery disease characterized by chronic elevated blood pressure in the arteries.
13508	P04150	10763	hypertension	An artery disease characterized by chronic elevated blood pressure in the arteries.
13510	Q92769	10763	hypertension	An artery disease characterized by chronic elevated blood pressure in the arteries.
13517	P06753	10763	hypertension	An artery disease characterized by chronic elevated blood pressure in the arteries.
13518	O94979	10763	hypertension	An artery disease characterized by chronic elevated blood pressure in the arteries.
13520	Q9H4A3	10763	hypertension	An artery disease characterized by chronic elevated blood pressure in the arteries.
13521	O00308	10763	hypertension	An artery disease characterized by chronic elevated blood pressure in the arteries.
13523	Q13049	10763	hypertension	An artery disease characterized by chronic elevated blood pressure in the arteries.
13525	Q6IQ55	10763	hypertension	An artery disease characterized by chronic elevated blood pressure in the arteries.
13526	Q96J92	10763	hypertension	An artery disease characterized by chronic elevated blood pressure in the arteries.
13536	Q13618	10763	hypertension	An artery disease characterized by chronic elevated blood pressure in the arteries.
13562	P51787	10763	hypertension	An artery disease characterized by chronic elevated blood pressure in the arteries.
13575	O00141	10763	hypertension	An artery disease characterized by chronic elevated blood pressure in the arteries.
13591	Q9UBY9	10763	hypertension	An artery disease characterized by chronic elevated blood pressure in the arteries.
13599	P01160	10763	hypertension	An artery disease characterized by chronic elevated blood pressure in the arteries.
13611	P51170	10763	hypertension	An artery disease characterized by chronic elevated blood pressure in the arteries.
13612	P51168	10763	hypertension	An artery disease characterized by chronic elevated blood pressure in the arteries.
13622	Q9UH77	10763	hypertension	An artery disease characterized by chronic elevated blood pressure in the arteries.
13628	Q9HC29	10763	hypertension	An artery disease characterized by chronic elevated blood pressure in the arteries.
13643	O43707	10763	hypertension	An artery disease characterized by chronic elevated blood pressure in the arteries.
13657	P37088	10763	hypertension	An artery disease characterized by chronic elevated blood pressure in the arteries.
13670	P08575	3213	demyelinating disease	A neurodegenerative disease that is characterized by damage to the myelin sheath present around nerve axons.
13688	P07948	2377	multiple sclerosis	A demyelinating disease that involves damage to the fatty myelin sheaths around the axons of the brain and spinal cord resulting in demyelination and scarring.
13690	Q14203	2377	multiple sclerosis	A demyelinating disease that involves damage to the fatty myelin sheaths around the axons of the brain and spinal cord resulting in demyelination and scarring.
13696	Q9Y2R2	2377	multiple sclerosis	A demyelinating disease that involves damage to the fatty myelin sheaths around the axons of the brain and spinal cord resulting in demyelination and scarring.
13708	P01903	2377	multiple sclerosis	A demyelinating disease that involves damage to the fatty myelin sheaths around the axons of the brain and spinal cord resulting in demyelination and scarring.
13714	Q30154	2377	multiple sclerosis	A demyelinating disease that involves damage to the fatty myelin sheaths around the axons of the brain and spinal cord resulting in demyelination and scarring.
13721	P25774	2377	multiple sclerosis	A demyelinating disease that involves damage to the fatty myelin sheaths around the axons of the brain and spinal cord resulting in demyelination and scarring.
13734	P48061	2377	multiple sclerosis	A demyelinating disease that involves damage to the fatty myelin sheaths around the axons of the brain and spinal cord resulting in demyelination and scarring.
13741	Q9H4P4	2377	multiple sclerosis	A demyelinating disease that involves damage to the fatty myelin sheaths around the axons of the brain and spinal cord resulting in demyelination and scarring.
13752	Q14118	1024	leprosy	A primary bacterial infectious disease that results_in infection located_in superficial peripheral nerves, located_in skin, located_in mucous membranes of the upper respiratory tract, located_in anterior chamber of the eyes, or located_in testes, has_material_basis_in Mycobacterium leprae, which is transmitted_by aerosol spread from infected nasal secretions to exposed nasal and oral mucosa. The infection has_symptom skin lesions, has_symptom sensory loss, has_symptom motor loss and has_symptom eye damage.
13757	P04440	1024	leprosy	A primary bacterial infectious disease that results_in infection located_in superficial peripheral nerves, located_in skin, located_in mucous membranes of the upper respiratory tract, located_in anterior chamber of the eyes, or located_in testes, has_material_basis_in Mycobacterium leprae, which is transmitted_by aerosol spread from infected nasal secretions to exposed nasal and oral mucosa. The infection has_symptom skin lesions, has_symptom sensory loss, has_symptom motor loss and has_symptom eye damage.
13766	P40306	8778	Crohn's disease	An intestinal disease that involves inflammation located_in intestine.
13767	O43353	8778	Crohn's disease	An intestinal disease that involves inflammation located_in intestine.
13768	Q9Y2R2	8778	Crohn's disease	An intestinal disease that involves inflammation located_in intestine.
13776	P28062	8778	Crohn's disease	An intestinal disease that involves inflammation located_in intestine.
13777	P28065	8778	Crohn's disease	An intestinal disease that involves inflammation located_in intestine.
13784	Q9Y6K9	8778	Crohn's disease	An intestinal disease that involves inflammation located_in intestine.
13788	Q96J02	8778	Crohn's disease	An intestinal disease that involves inflammation located_in intestine.
13791	Q9HC29	8778	Crohn's disease	An intestinal disease that involves inflammation located_in intestine.
13816	P78508	0080422	Dravet syndrome	An early infantile epileptic encephalopathy that has_material_basis_in heterozygous mutation in the SCN1A gene on chromosome 2q24.
13824	Q96MP8	0080422	Dravet syndrome	An early infantile epileptic encephalopathy that has_material_basis_in heterozygous mutation in the SCN1A gene on chromosome 2q24.
13845	Q15365	3298	vaccinia	A viral infectious disease that results_in infection, located_in skin, has_material_basis_in Vaccinia virus, which is used as a live vaccine against smallpox. The virus is transmitted_by contact with the vaccination site before it has healed, or transmitted_by fomites that have been contaminated with live virus from the vaccination site. The infection has_symptom rash, has_symptom fever, and has_symptom body aches.
13846	P61978	3298	vaccinia	A viral infectious disease that results_in infection, located_in skin, has_material_basis_in Vaccinia virus, which is used as a live vaccine against smallpox. The virus is transmitted_by contact with the vaccination site before it has healed, or transmitted_by fomites that have been contaminated with live virus from the vaccination site. The infection has_symptom rash, has_symptom fever, and has_symptom body aches.
13847	P61073	3298	vaccinia	A viral infectious disease that results_in infection, located_in skin, has_material_basis_in Vaccinia virus, which is used as a live vaccine against smallpox. The virus is transmitted_by contact with the vaccination site before it has healed, or transmitted_by fomites that have been contaminated with live virus from the vaccination site. The infection has_symptom rash, has_symptom fever, and has_symptom body aches.
13850	Q15366	3298	vaccinia	A viral infectious disease that results_in infection, located_in skin, has_material_basis_in Vaccinia virus, which is used as a live vaccine against smallpox. The virus is transmitted_by contact with the vaccination site before it has healed, or transmitted_by fomites that have been contaminated with live virus from the vaccination site. The infection has_symptom rash, has_symptom fever, and has_symptom body aches.
13853	Q14653	3298	vaccinia	A viral infectious disease that results_in infection, located_in skin, has_material_basis_in Vaccinia virus, which is used as a live vaccine against smallpox. The virus is transmitted_by contact with the vaccination site before it has healed, or transmitted_by fomites that have been contaminated with live virus from the vaccination site. The infection has_symptom rash, has_symptom fever, and has_symptom body aches.
13858	P31946	3298	vaccinia	A viral infectious disease that results_in infection, located_in skin, has_material_basis_in Vaccinia virus, which is used as a live vaccine against smallpox. The virus is transmitted_by contact with the vaccination site before it has healed, or transmitted_by fomites that have been contaminated with live virus from the vaccination site. The infection has_symptom rash, has_symptom fever, and has_symptom body aches.
13881	P31947	3298	vaccinia	A viral infectious disease that results_in infection, located_in skin, has_material_basis_in Vaccinia virus, which is used as a live vaccine against smallpox. The virus is transmitted_by contact with the vaccination site before it has healed, or transmitted_by fomites that have been contaminated with live virus from the vaccination site. The infection has_symptom rash, has_symptom fever, and has_symptom body aches.
13884	P42566	3298	vaccinia	A viral infectious disease that results_in infection, located_in skin, has_material_basis_in Vaccinia virus, which is used as a live vaccine against smallpox. The virus is transmitted_by contact with the vaccination site before it has healed, or transmitted_by fomites that have been contaminated with live virus from the vaccination site. The infection has_symptom rash, has_symptom fever, and has_symptom body aches.
13886	P27824	3298	vaccinia	A viral infectious disease that results_in infection, located_in skin, has_material_basis_in Vaccinia virus, which is used as a live vaccine against smallpox. The virus is transmitted_by contact with the vaccination site before it has healed, or transmitted_by fomites that have been contaminated with live virus from the vaccination site. The infection has_symptom rash, has_symptom fever, and has_symptom body aches.
13893	Q9H9Q2	3298	vaccinia	A viral infectious disease that results_in infection, located_in skin, has_material_basis_in Vaccinia virus, which is used as a live vaccine against smallpox. The virus is transmitted_by contact with the vaccination site before it has healed, or transmitted_by fomites that have been contaminated with live virus from the vaccination site. The infection has_symptom rash, has_symptom fever, and has_symptom body aches.
13900	Q13616	3298	vaccinia	A viral infectious disease that results_in infection, located_in skin, has_material_basis_in Vaccinia virus, which is used as a live vaccine against smallpox. The virus is transmitted_by contact with the vaccination site before it has healed, or transmitted_by fomites that have been contaminated with live virus from the vaccination site. The infection has_symptom rash, has_symptom fever, and has_symptom body aches.
13902	P63000	3298	vaccinia	A viral infectious disease that results_in infection, located_in skin, has_material_basis_in Vaccinia virus, which is used as a live vaccine against smallpox. The virus is transmitted_by contact with the vaccination site before it has healed, or transmitted_by fomites that have been contaminated with live virus from the vaccination site. The infection has_symptom rash, has_symptom fever, and has_symptom body aches.
13906	Q04917	3298	vaccinia	A viral infectious disease that results_in infection, located_in skin, has_material_basis_in Vaccinia virus, which is used as a live vaccine against smallpox. The virus is transmitted_by contact with the vaccination site before it has healed, or transmitted_by fomites that have been contaminated with live virus from the vaccination site. The infection has_symptom rash, has_symptom fever, and has_symptom body aches.
13909	P27348	3298	vaccinia	A viral infectious disease that results_in infection, located_in skin, has_material_basis_in Vaccinia virus, which is used as a live vaccine against smallpox. The virus is transmitted_by contact with the vaccination site before it has healed, or transmitted_by fomites that have been contaminated with live virus from the vaccination site. The infection has_symptom rash, has_symptom fever, and has_symptom body aches.
13916	P05161	3298	vaccinia	A viral infectious disease that results_in infection, located_in skin, has_material_basis_in Vaccinia virus, which is used as a live vaccine against smallpox. The virus is transmitted_by contact with the vaccination site before it has healed, or transmitted_by fomites that have been contaminated with live virus from the vaccination site. The infection has_symptom rash, has_symptom fever, and has_symptom body aches.
13918	Q13395	3298	vaccinia	A viral infectious disease that results_in infection, located_in skin, has_material_basis_in Vaccinia virus, which is used as a live vaccine against smallpox. The virus is transmitted_by contact with the vaccination site before it has healed, or transmitted_by fomites that have been contaminated with live virus from the vaccination site. The infection has_symptom rash, has_symptom fever, and has_symptom body aches.
13919	P60953	3298	vaccinia	A viral infectious disease that results_in infection, located_in skin, has_material_basis_in Vaccinia virus, which is used as a live vaccine against smallpox. The virus is transmitted_by contact with the vaccination site before it has healed, or transmitted_by fomites that have been contaminated with live virus from the vaccination site. The infection has_symptom rash, has_symptom fever, and has_symptom body aches.
13921	Q01469	3298	vaccinia	A viral infectious disease that results_in infection, located_in skin, has_material_basis_in Vaccinia virus, which is used as a live vaccine against smallpox. The virus is transmitted_by contact with the vaccination site before it has healed, or transmitted_by fomites that have been contaminated with live virus from the vaccination site. The infection has_symptom rash, has_symptom fever, and has_symptom body aches.
13930	P63208	3298	vaccinia	A viral infectious disease that results_in infection, located_in skin, has_material_basis_in Vaccinia virus, which is used as a live vaccine against smallpox. The virus is transmitted_by contact with the vaccination site before it has healed, or transmitted_by fomites that have been contaminated with live virus from the vaccination site. The infection has_symptom rash, has_symptom fever, and has_symptom body aches.
13931	Q9Y297	3298	vaccinia	A viral infectious disease that results_in infection, located_in skin, has_material_basis_in Vaccinia virus, which is used as a live vaccine against smallpox. The virus is transmitted_by contact with the vaccination site before it has healed, or transmitted_by fomites that have been contaminated with live virus from the vaccination site. The infection has_symptom rash, has_symptom fever, and has_symptom body aches.
13940	Q9BYX4	3298	vaccinia	A viral infectious disease that results_in infection, located_in skin, has_material_basis_in Vaccinia virus, which is used as a live vaccine against smallpox. The virus is transmitted_by contact with the vaccination site before it has healed, or transmitted_by fomites that have been contaminated with live virus from the vaccination site. The infection has_symptom rash, has_symptom fever, and has_symptom body aches.
13941	Q92985	3298	vaccinia	A viral infectious disease that results_in infection, located_in skin, has_material_basis_in Vaccinia virus, which is used as a live vaccine against smallpox. The virus is transmitted_by contact with the vaccination site before it has healed, or transmitted_by fomites that have been contaminated with live virus from the vaccination site. The infection has_symptom rash, has_symptom fever, and has_symptom body aches.
13944	Q06323	3298	vaccinia	A viral infectious disease that results_in infection, located_in skin, has_material_basis_in Vaccinia virus, which is used as a live vaccine against smallpox. The virus is transmitted_by contact with the vaccination site before it has healed, or transmitted_by fomites that have been contaminated with live virus from the vaccination site. The infection has_symptom rash, has_symptom fever, and has_symptom body aches.
13958	Q9NRM7	10286	prostate carcinoma	A prostate cancer that has_material_basis_in abnormally proliferating cells derives_from epithelial cells.
13962	O95782	10286	prostate carcinoma	A prostate cancer that has_material_basis_in abnormally proliferating cells derives_from epithelial cells.
13964	P49841	10286	prostate carcinoma	A prostate cancer that has_material_basis_in abnormally proliferating cells derives_from epithelial cells.
13989	P60484	10286	prostate carcinoma	A prostate cancer that has_material_basis_in abnormally proliferating cells derives_from epithelial cells.
13991	P10275	10286	prostate carcinoma	A prostate cancer that has_material_basis_in abnormally proliferating cells derives_from epithelial cells.
13993	P67775	10286	prostate carcinoma	A prostate cancer that has_material_basis_in abnormally proliferating cells derives_from epithelial cells.
14006	Q86X55	10286	prostate carcinoma	A prostate cancer that has_material_basis_in abnormally proliferating cells derives_from epithelial cells.
14007	Q9NRM7	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14013	Q9Y252	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14016	P35222	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14019	O14818	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14021	Q96PU5	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14023	P07900	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14026	Q92993	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14031	P35221	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14036	P31749	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14041	P40306	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14052	P55081	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14056	P25788	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14058	P49841	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14061	P05412	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14066	Q96PY5	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14068	P29590	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14077	P11142	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14083	Q13547	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14085	O95816	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14087	Q07912	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14090	O60716	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14116	Q00839	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14120	P12931	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14124	Q9Y3C5	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14125	P51532	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14128	P67809	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14129	Q9H4A3	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14142	P62877	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14149	Q9UBS8	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14150	O14980	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14162	P51991	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14163	Q9UMX1	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14165	Q13043	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14176	Q9BV68	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14178	Q8IX12	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14186	Q13618	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14189	Q9UM11	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14191	P17844	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14198	P15311	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14200	Q96PM5	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14204	Q05397	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14207	O00238	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14220	Q9UMS6	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14229	O75444	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14232	P12830	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14234	P36897	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14240	P11021	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14245	Q6AZZ1	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14262	P28062	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14265	P28065	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14267	P03372	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14282	Q9NZC7	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14288	P08069	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14291	Q05513	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14298	Q9Y2M5	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14320	P04637	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14324	Q9NQ86	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14327	P60484	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14328	Q96J02	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14339	P10275	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14345	Q149M9	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14354	P67775	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14362	Q9Y297	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14385	Q15116	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14393	Q969W9	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14428	Q15369	10283	prostate cancer	A male reproductive organ cancer that is located_in the prostate.
14474	P35222	0070003	blastoma	A cell type cancer that has_material_basis_in abnormally proliferating cells derives_from precursor cells called blast cells.
14478	P06400	9256	colorectal cancer	A large intestine cancer that is located_in the colon and/or located_in the rectum.
14482	P35222	9256	colorectal cancer	A large intestine cancer that is located_in the colon and/or located_in the rectum.
14483	O14818	9256	colorectal cancer	A large intestine cancer that is located_in the colon and/or located_in the rectum.
14486	P06748	9256	colorectal cancer	A large intestine cancer that is located_in the colon and/or located_in the rectum.
14492	P47755	9256	colorectal cancer	A large intestine cancer that is located_in the colon and/or located_in the rectum.
14498	P49841	9256	colorectal cancer	A large intestine cancer that is located_in the colon and/or located_in the rectum.
14502	P29590	9256	colorectal cancer	A large intestine cancer that is located_in the colon and/or located_in the rectum.
14508	P38646	9256	colorectal cancer	A large intestine cancer that is located_in the colon and/or located_in the rectum.
14511	Q15691	9256	colorectal cancer	A large intestine cancer that is located_in the colon and/or located_in the rectum.
14514	Q5U5Q3	9256	colorectal cancer	A large intestine cancer that is located_in the colon and/or located_in the rectum.
14522	P15531	9256	colorectal cancer	A large intestine cancer that is located_in the colon and/or located_in the rectum.
14526	P12931	9256	colorectal cancer	A large intestine cancer that is located_in the colon and/or located_in the rectum.
14529	Q9UHX1	9256	colorectal cancer	A large intestine cancer that is located_in the colon and/or located_in the rectum.
14536	O00444	9256	colorectal cancer	A large intestine cancer that is located_in the colon and/or located_in the rectum.
14549	Q9BYW2	9256	colorectal cancer	A large intestine cancer that is located_in the colon and/or located_in the rectum.
14552	O43255	9256	colorectal cancer	A large intestine cancer that is located_in the colon and/or located_in the rectum.
14553	P00533	9256	colorectal cancer	A large intestine cancer that is located_in the colon and/or located_in the rectum.
14554	Q969K3	9256	colorectal cancer	A large intestine cancer that is located_in the colon and/or located_in the rectum.
14561	P31947	9256	colorectal cancer	A large intestine cancer that is located_in the colon and/or located_in the rectum.
14563	P47756	9256	colorectal cancer	A large intestine cancer that is located_in the colon and/or located_in the rectum.
14564	O15169	9256	colorectal cancer	A large intestine cancer that is located_in the colon and/or located_in the rectum.
14565	O14757	9256	colorectal cancer	A large intestine cancer that is located_in the colon and/or located_in the rectum.
14569	Q6P1J9	9256	colorectal cancer	A large intestine cancer that is located_in the colon and/or located_in the rectum.
14573	P15056	9256	colorectal cancer	A large intestine cancer that is located_in the colon and/or located_in the rectum.
14576	Q09472	9256	colorectal cancer	A large intestine cancer that is located_in the colon and/or located_in the rectum.
14582	P52907	9256	colorectal cancer	A large intestine cancer that is located_in the colon and/or located_in the rectum.
14586	Q96L33	9256	colorectal cancer	A large intestine cancer that is located_in the colon and/or located_in the rectum.
14605	Q13467	9256	colorectal cancer	A large intestine cancer that is located_in the colon and/or located_in the rectum.
14606	P12830	9256	colorectal cancer	A large intestine cancer that is located_in the colon and/or located_in the rectum.
14607	Q99436	9256	colorectal cancer	A large intestine cancer that is located_in the colon and/or located_in the rectum.
14609	P36897	9256	colorectal cancer	A large intestine cancer that is located_in the colon and/or located_in the rectum.
14610	P11021	9256	colorectal cancer	A large intestine cancer that is located_in the colon and/or located_in the rectum.
14611	Q8IUQ4	9256	colorectal cancer	A large intestine cancer that is located_in the colon and/or located_in the rectum.
14620	P63000	9256	colorectal cancer	A large intestine cancer that is located_in the colon and/or located_in the rectum.
14636	P36894	9256	colorectal cancer	A large intestine cancer that is located_in the colon and/or located_in the rectum.
14649	Q13485	9256	colorectal cancer	A large intestine cancer that is located_in the colon and/or located_in the rectum.
14651	Q9NQB0	9256	colorectal cancer	A large intestine cancer that is located_in the colon and/or located_in the rectum.
14652	P04637	9256	colorectal cancer	A large intestine cancer that is located_in the colon and/or located_in the rectum.
14684	P24385	9256	colorectal cancer	A large intestine cancer that is located_in the colon and/or located_in the rectum.
14690	Q15116	9256	colorectal cancer	A large intestine cancer that is located_in the colon and/or located_in the rectum.
14713	Q9Y2T1	9256	colorectal cancer	A large intestine cancer that is located_in the colon and/or located_in the rectum.
14718	O15105	9256	colorectal cancer	A large intestine cancer that is located_in the colon and/or located_in the rectum.
14741	P06400	1909	melanoma	A cell type cancer that has_material_basis_in abnormally proliferating cells derives_from melanocytes which are found in skin, the bowel and the eye.
14745	P35222	1909	melanoma	A cell type cancer that has_material_basis_in abnormally proliferating cells derives_from melanocytes which are found in skin, the bowel and the eye.
14752	Q9UGL1	1909	melanoma	A cell type cancer that has_material_basis_in abnormally proliferating cells derives_from melanocytes which are found in skin, the bowel and the eye.
14754	Q92993	1909	melanoma	A cell type cancer that has_material_basis_in abnormally proliferating cells derives_from melanocytes which are found in skin, the bowel and the eye.
14755	Q8TBB1	1909	melanoma	A cell type cancer that has_material_basis_in abnormally proliferating cells derives_from melanocytes which are found in skin, the bowel and the eye.
14765	P16070	1909	melanoma	A cell type cancer that has_material_basis_in abnormally proliferating cells derives_from melanocytes which are found in skin, the bowel and the eye.
14767	O95714	1909	melanoma	A cell type cancer that has_material_basis_in abnormally proliferating cells derives_from melanocytes which are found in skin, the bowel and the eye.
14770	P05362	1909	melanoma	A cell type cancer that has_material_basis_in abnormally proliferating cells derives_from melanocytes which are found in skin, the bowel and the eye.
14774	P35240	1909	melanoma	A cell type cancer that has_material_basis_in abnormally proliferating cells derives_from melanocytes which are found in skin, the bowel and the eye.
14782	Q96AX9	1909	melanoma	A cell type cancer that has_material_basis_in abnormally proliferating cells derives_from melanocytes which are found in skin, the bowel and the eye.
14784	O60291	1909	melanoma	A cell type cancer that has_material_basis_in abnormally proliferating cells derives_from melanocytes which are found in skin, the bowel and the eye.
14785	Q9UJY1	1909	melanoma	A cell type cancer that has_material_basis_in abnormally proliferating cells derives_from melanocytes which are found in skin, the bowel and the eye.
14787	Q96PY5	1909	melanoma	A cell type cancer that has_material_basis_in abnormally proliferating cells derives_from melanocytes which are found in skin, the bowel and the eye.
14788	P29590	1909	melanoma	A cell type cancer that has_material_basis_in abnormally proliferating cells derives_from melanocytes which are found in skin, the bowel and the eye.
14789	Q14653	1909	melanoma	A cell type cancer that has_material_basis_in abnormally proliferating cells derives_from melanocytes which are found in skin, the bowel and the eye.
14798	Q03164	1909	melanoma	A cell type cancer that has_material_basis_in abnormally proliferating cells derives_from melanocytes which are found in skin, the bowel and the eye.
14800	P11142	1909	melanoma	A cell type cancer that has_material_basis_in abnormally proliferating cells derives_from melanocytes which are found in skin, the bowel and the eye.
14804	O95817	1909	melanoma	A cell type cancer that has_material_basis_in abnormally proliferating cells derives_from melanocytes which are found in skin, the bowel and the eye.
14806	Q7Z434	1909	melanoma	A cell type cancer that has_material_basis_in abnormally proliferating cells derives_from melanocytes which are found in skin, the bowel and the eye.
14807	Q07912	1909	melanoma	A cell type cancer that has_material_basis_in abnormally proliferating cells derives_from melanocytes which are found in skin, the bowel and the eye.
14813	O60716	1909	melanoma	A cell type cancer that has_material_basis_in abnormally proliferating cells derives_from melanocytes which are found in skin, the bowel and the eye.
14822	P05556	1909	melanoma	A cell type cancer that has_material_basis_in abnormally proliferating cells derives_from melanocytes which are found in skin, the bowel and the eye.
14831	Q9BXP5	1909	melanoma	A cell type cancer that has_material_basis_in abnormally proliferating cells derives_from melanocytes which are found in skin, the bowel and the eye.
14832	Q13309	1909	melanoma	A cell type cancer that has_material_basis_in abnormally proliferating cells derives_from melanocytes which are found in skin, the bowel and the eye.
14839	P62877	1909	melanoma	A cell type cancer that has_material_basis_in abnormally proliferating cells derives_from melanocytes which are found in skin, the bowel and the eye.
14842	P61006	1909	melanoma	A cell type cancer that has_material_basis_in abnormally proliferating cells derives_from melanocytes which are found in skin, the bowel and the eye.
14850	O14980	1909	melanoma	A cell type cancer that has_material_basis_in abnormally proliferating cells derives_from melanocytes which are found in skin, the bowel and the eye.
14851	Q96FV9	1909	melanoma	A cell type cancer that has_material_basis_in abnormally proliferating cells derives_from melanocytes which are found in skin, the bowel and the eye.
14855	Q86V81	1909	melanoma	A cell type cancer that has_material_basis_in abnormally proliferating cells derives_from melanocytes which are found in skin, the bowel and the eye.
14856	Q13769	1909	melanoma	A cell type cancer that has_material_basis_in abnormally proliferating cells derives_from melanocytes which are found in skin, the bowel and the eye.
14857	P08047	1909	melanoma	A cell type cancer that has_material_basis_in abnormally proliferating cells derives_from melanocytes which are found in skin, the bowel and the eye.
14858	Q96QF0	1909	melanoma	A cell type cancer that has_material_basis_in abnormally proliferating cells derives_from melanocytes which are found in skin, the bowel and the eye.
14870	Q9Y4G8	1909	melanoma	A cell type cancer that has_material_basis_in abnormally proliferating cells derives_from melanocytes which are found in skin, the bowel and the eye.
14881	Q00610	1909	melanoma	A cell type cancer that has_material_basis_in abnormally proliferating cells derives_from melanocytes which are found in skin, the bowel and the eye.
14884	P49407	1909	melanoma	A cell type cancer that has_material_basis_in abnormally proliferating cells derives_from melanocytes which are found in skin, the bowel and the eye.
14886	Q13618	1909	melanoma	A cell type cancer that has_material_basis_in abnormally proliferating cells derives_from melanocytes which are found in skin, the bowel and the eye.
14887	P15056	1909	melanoma	A cell type cancer that has_material_basis_in abnormally proliferating cells derives_from melanocytes which are found in skin, the bowel and the eye.
14895	Q5T4S7	1909	melanoma	A cell type cancer that has_material_basis_in abnormally proliferating cells derives_from melanocytes which are found in skin, the bowel and the eye.
14898	O15519	1909	melanoma	A cell type cancer that has_material_basis_in abnormally proliferating cells derives_from melanocytes which are found in skin, the bowel and the eye.
14927	Q9NZQ7	1909	melanoma	A cell type cancer that has_material_basis_in abnormally proliferating cells derives_from melanocytes which are found in skin, the bowel and the eye.
14928	O95786	1909	melanoma	A cell type cancer that has_material_basis_in abnormally proliferating cells derives_from melanocytes which are found in skin, the bowel and the eye.
14951	P28062	1909	melanoma	A cell type cancer that has_material_basis_in abnormally proliferating cells derives_from melanocytes which are found in skin, the bowel and the eye.
