	entry_ac	go_id	go_descr
146307	Q9H0M0	0016567	protein ubiquitination
146308	Q9H0M0	0007165	signal transduction
146309	Q9H0M0	0006511	ubiquitin-dependent protein catabolic process
146310	Q9H0M0	0046718	viral entry into host cell
154934	O75400	0005829	cytosol
154935	O75400	0016020	membrane
154936	O75400	0016363	nuclear matrix
154937	O75400	0016607	nuclear speck
154938	O75400	0005654	nucleoplasm
154939	O75400	0005685	U1 snRNP
154940	O75400	0071004	U2-type prespliceosome
154941	O75400	0070064	proline-rich region binding
154942	O75400	0003723	RNA binding
154943	O75400	0007049	cell cycle
154944	O75400	0051301	cell division
154945	O75400	0016477	cell migration
154946	O75400	0007010	cytoskeleton organization
154947	O75400	0045292	mRNA cis splicing, via spliceosome
154948	O75400	0000398	mRNA splicing, via spliceosome
154949	O75400	0008360	regulation of cell shape
154950	O75400	0032465	regulation of cytokinesis
156087	O60828	0010494	cytoplasmic stress granule
156088	O60828	0005829	cytosol
156089	O60828	0071598	neuronal ribonucleoprotein granule
156090	O60828	0016607	nuclear speck
156091	O60828	0005654	nucleoplasm
156092	O60828	0005634	nucleus
156093	O60828	0003677	DNA binding
156094	O60828	0003690	double-stranded DNA binding
156095	O60828	0043021	ribonucleoprotein complex binding
156096	O60828	0003713	transcription coactivator activity
156097	O60828	0002218	activation of innate immune response
156098	O60828	0000380	alternative mRNA splicing, via spliceosome
156099	O60828	0071360	cellular response to exogenous dsRNA
156100	O60828	0051607	defense response to virus
156101	O60828	0045087	innate immune response
156102	O60828	0000398	mRNA splicing, via spliceosome
156103	O60828	0031175	neuron projection development
156104	O60828	0002230	positive regulation of defense response to virus by host
156105	O60828	0032481	positive regulation of type I interferon production
156106	O60828	0048814	regulation of dendrite morphogenesis
156107	O60828	0043484	regulation of RNA splicing
156108	O60828	0006355	regulation of transcription, DNA-templated
158584	Q9H4Z3	0045171	intercellular bridge
158585	Q9H4Z3	0015630	microtubule cytoskeleton
158586	Q9H4Z3	0005654	nucleoplasm
158587	Q9H4Z3	0005634	nucleus
158588	Q9H4Z3	0016422	mRNA (2'-O-methyladenosine-N6-)-methyltransferase activity
158589	Q9H4Z3	0099122	RNA polymerase II C-terminal domain binding
158590	Q9H4Z3	1904047	S-adenosyl-L-methionine binding
158591	Q9H4Z3	0080009	mRNA methylation
158592	Q9H4Z3	0010923	negative regulation of phosphatase activity
158593	Q9H4Z3	0017148	negative regulation of translation
158594	Q9H4Z3	0045727	positive regulation of translation
159561	Q8IX03	0005737	cytoplasm
159562	Q8IX03	0005829	cytosol
159563	Q8IX03	0005634	nucleus
159564	Q8IX03	0048471	perinuclear region of cytoplasm
159565	Q8IX03	0032991	protein-containing complex
159566	Q8IX03	0032587	ruffle membrane
159567	Q8IX03	0019900	kinase binding
159568	Q8IX03	0060090	molecular adaptor activity
159569	Q8IX03	0003713	transcription coactivator activity
159570	Q8IX03	0016477	cell migration
159571	Q8IX03	0030010	establishment of cell polarity
159572	Q8IX03	0035329	hippo signaling
159573	Q8IX03	0035331	negative regulation of hippo signaling
159574	Q8IX03	0046621	negative regulation of organ growth
159575	Q8IX03	0000122	negative regulation of transcription by RNA polymerase II
159576	Q8IX03	0043410	positive regulation of MAPK cascade
159577	Q8IX03	0007221	positive regulation of transcription of Notch receptor target
159578	Q8IX03	0035330	regulation of hippo signaling
159579	Q8IX03	0032386	regulation of intracellular transport
161037	Q6NWY9	0016607	nuclear speck
161038	Q6NWY9	0005685	U1 snRNP
161039	Q6NWY9	0071004	U2-type prespliceosome
161040	Q6NWY9	0003723	RNA binding
161041	Q6NWY9	0045292	mRNA cis splicing, via spliceosome
161042	Q6NWY9	0000398	mRNA splicing, via spliceosome
162309	Q96PU5	0005623	cell
162310	Q96PU5	0005737	cytoplasm
162311	Q96PU5	0005829	cytosol
162312	Q96PU5	0070062	extracellular exosome
162313	Q96PU5	0005794	Golgi apparatus
162314	Q96PU5	0005771	multivesicular body
162315	Q96PU5	0005654	nucleoplasm
162316	Q96PU5	0044325	ion channel binding
162317	Q96PU5	0019870	potassium channel inhibitor activity
162318	Q96PU5	0015459	potassium channel regulator activity
162319	Q96PU5	0019871	sodium channel inhibitor activity
162320	Q96PU5	0017080	sodium channel regulator activity
162321	Q96PU5	0061630	ubiquitin protein ligase activity
162322	Q96PU5	0004842	ubiquitin-protein transferase activity
162323	Q96PU5	0006883	cellular sodium ion homeostasis
162324	Q96PU5	0007588	excretion
162325	Q96PU5	0034220	ion transmembrane transport
162326	Q96PU5	1901380	negative regulation of potassium ion transmembrane transport
162327	Q96PU5	1901017	negative regulation of potassium ion transmembrane transporter activity
162328	Q96PU5	2000009	negative regulation of protein localization to cell surface
162329	Q96PU5	1902306	negative regulation of sodium ion transmembrane transport
162330	Q96PU5	2000650	negative regulation of sodium ion transmembrane transporter activity
162331	Q96PU5	0000122	negative regulation of transcription by RNA polymerase II
162332	Q96PU5	2001288	positive regulation of caveolin-mediated endocytosis
162333	Q96PU5	1903861	positive regulation of dendrite extension
162334	Q96PU5	0045807	positive regulation of endocytosis
162335	Q96PU5	0045732	positive regulation of protein catabolic process
162336	Q96PU5	0043161	proteasome-mediated ubiquitin-dependent protein catabolic process
162337	Q96PU5	0070936	protein K48-linked ubiquitination
162338	Q96PU5	0006513	protein monoubiquitination
162339	Q96PU5	0000209	protein polyubiquitination
162340	Q96PU5	0016567	protein ubiquitination
162341	Q96PU5	0048814	regulation of dendrite morphogenesis
162342	Q96PU5	0034765	regulation of ion transmembrane transport
162343	Q96PU5	0003254	regulation of membrane depolarization
162344	Q96PU5	0042391	regulation of membrane potential
162345	Q96PU5	0060306	regulation of membrane repolarization
162346	Q96PU5	1901016	regulation of potassium ion transmembrane transporter activity
162347	Q96PU5	0042176	regulation of protein catabolic process
162348	Q96PU5	0031647	regulation of protein stability
162349	Q96PU5	0010038	response to metal ion
162350	Q96PU5	0006814	sodium ion transport
162351	Q96PU5	0006511	ubiquitin-dependent protein catabolic process
162352	Q96PU5	0086005	ventricular cardiac muscle cell action potential
162353	Q96PU5	0019058	viral life cycle
162354	Q96PU5	0030104	water homeostasis
166914	Q9UPV0	0005814	centriole
166915	Q9UPV0	0005813	centrosome
166916	Q9UPV0	0097539	ciliary transition fiber
166917	Q9UPV0	0005829	cytosol
166918	Q9UPV0	0005615	extracellular space
166919	Q9UPV0	0043231	intracellular membrane-bounded organelle
166920	Q9UPV0	0005654	nucleoplasm
166921	Q9UPV0	0051301	cell division
166922	Q9UPV0	0097711	ciliary basal body-plasma membrane docking
166923	Q9UPV0	0060271	cilium assembly
166924	Q9UPV0	0006281	DNA repair
166925	Q9UPV0	0000086	G2/M transition of mitotic cell cycle
166926	Q9UPV0	0010389	regulation of G2/M transition of mitotic cell cycle
174612	P46934	0016327	apicolateral plasma membrane
174613	P46934	0005938	cell cortex
174614	P46934	0000785	chromatin
174615	P46934	0005737	cytoplasm
174616	P46934	0005829	cytosol
174617	P46934	0043197	dendritic spine
174618	P46934	0070062	extracellular exosome
174619	P46934	0098978	glutamatergic synapse
174620	P46934	0005794	Golgi apparatus
174621	P46934	0048471	perinuclear region of cytoplasm
174622	P46934	0005886	plasma membrane
174623	P46934	0099524	postsynaptic cytosol
174624	P46934	0000151	ubiquitin ligase complex
174625	P46934	0031698	beta-2 adrenergic receptor binding
174626	P46934	0019899	enzyme binding
174627	P46934	0035255	ionotropic glutamate receptor binding
174628	P46934	0050815	phosphoserine residue binding
174629	P46934	0050816	phosphothreonine residue binding
174630	P46934	0070064	proline-rich region binding
174631	P46934	0019904	protein domain specific binding
174632	P46934	0070063	RNA polymerase binding
174633	P46934	0019871	sodium channel inhibitor activity
174634	P46934	0043130	ubiquitin binding
174635	P46934	0061630	ubiquitin protein ligase activity
174636	P46934	0002250	adaptive immune response
174637	P46934	0048514	blood vessel morphogenesis
174638	P46934	0034644	cellular response to UV
174639	P46934	0044111	development involved in symbiotic interaction
174640	P46934	0003197	endocardial cushion development
174641	P46934	0042921	glucocorticoid receptor signaling pathway
174642	P46934	0007041	lysosomal transport
174643	P46934	2000650	negative regulation of sodium ion transmembrane transporter activity
174644	P46934	0010766	negative regulation of sodium ion transport
174645	P46934	0010768	negative regulation of transcription from RNA polymerase II promoter in response to UV-induced DNA damage
174646	P46934	0030948	negative regulation of vascular endothelial growth factor receptor signaling pathway
174647	P46934	0007528	neuromuscular junction development
174648	P46934	0031175	neuron projection development
174649	P46934	0003151	outflow tract morphogenesis
174650	P46934	0046824	positive regulation of nucleocytoplasmic transport
174651	P46934	0014068	positive regulation of phosphatidylinositol 3-kinase signaling
174652	P46934	0045732	positive regulation of protein catabolic process
174653	P46934	0050847	progesterone receptor signaling pathway
174654	P46934	0043161	proteasome-mediated ubiquitin-dependent protein catabolic process
174655	P46934	0070534	protein K63-linked ubiquitination
174656	P46934	0006513	protein monoubiquitination
174657	P46934	0000209	protein polyubiquitination
174658	P46934	0006622	protein targeting to lysosome
174659	P46934	0016567	protein ubiquitination
174660	P46934	0032801	receptor catabolic process
174661	P46934	0031623	receptor internalization
174662	P46934	0048814	regulation of dendrite morphogenesis
174663	P46934	0034765	regulation of ion transmembrane transport
174664	P46934	0016241	regulation of macroautophagy
174665	P46934	0042391	regulation of membrane potential
174666	P46934	1901016	regulation of potassium ion transmembrane transporter activity
174667	P46934	0050807	regulation of synapse organization
174668	P46934	0051592	response to calcium ion
174669	P46934	0042110	T cell activation
174670	P46934	0019089	transmission of virus
174671	P46934	0006511	ubiquitin-dependent protein catabolic process
174672	P46934	0043162	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
185107	P01906	0030669	clathrin-coated endocytic vesicle membrane
185108	P01906	0030666	endocytic vesicle membrane
185109	P01906	0010008	endosome membrane
185110	P01906	0012507	ER to Golgi transport vesicle membrane
185111	P01906	0000139	Golgi membrane
185112	P01906	0071556	integral component of lumenal side of endoplasmic reticulum membrane
185113	P01906	0005887	integral component of plasma membrane
185114	P01906	0005765	lysosomal membrane
185115	P01906	0042613	MHC class II protein complex
185116	P01906	0005886	plasma membrane
185117	P01906	0032588	trans-Golgi network membrane
185118	P01906	0030658	transport vesicle membrane
185119	P01906	0032395	MHC class II receptor activity
185120	P01906	0002250	adaptive immune response
185121	P01906	0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II
185122	P01906	0006955	immune response
185123	P01906	0060333	interferon-gamma-mediated signaling pathway
185124	P01906	0050852	T cell receptor signaling pathway
186694	Q8WYQ5	0005737	cytoplasm
186695	Q8WYQ5	0070877	microprocessor complex
186696	Q8WYQ5	0005730	nucleolus
186697	Q8WYQ5	0005654	nucleoplasm
186698	Q8WYQ5	0005634	nucleus
186699	Q8WYQ5	0003725	double-stranded RNA binding
186700	Q8WYQ5	0020037	heme binding
186701	Q8WYQ5	0042802	identical protein binding
186702	Q8WYQ5	0046872	metal ion binding
186703	Q8WYQ5	0070878	primary miRNA binding
186704	Q8WYQ5	0042803	protein homodimerization activity
186705	Q8WYQ5	0010586	miRNA metabolic process
186706	Q8WYQ5	0031053	primary miRNA processing
186707	Q8WYQ5	0090502	RNA phosphodiester bond hydrolysis, endonucleolytic
203159	Q14CM0	0030054	cell junction
203160	Q14CM0	0005856	cytoskeleton
203161	Q14CM0	0043197	dendritic spine
203162	Q14CM0	0098978	glutamatergic synapse
203163	Q14CM0	0014069	postsynaptic density
203164	Q14CM0	0032991	protein-containing complex
203165	Q14CM0	0005546	phosphatidylinositol-4,5-bisphosphate binding
203166	Q14CM0	0051835	positive regulation of synapse structural plasticity
203167	Q14CM0	0098974	postsynaptic actin cytoskeleton organization
208240	P11532	0005623	cell
208241	P11532	0009986	cell surface
208242	P11532	0030055	cell-substrate junction
208243	P11532	0043034	costamere
208244	P11532	0005856	cytoskeleton
208245	P11532	0005829	cytosol
208246	P11532	0016010	dystrophin-associated glycoprotein complex
208247	P11532	0030175	filopodium
208248	P11532	0031527	filopodium membrane
208249	P11532	0045121	membrane raft
208250	P11532	0044306	neuron projection terminus
208251	P11532	0005634	nucleus
208252	P11532	0005886	plasma membrane
208253	P11532	0045211	postsynaptic membrane
208254	P11532	0032991	protein-containing complex
208255	P11532	0042383	sarcolemma
208256	P11532	0045202	synapse
208257	P11532	0016013	syntrophin complex
208258	P11532	0030018	Z disc
208259	P11532	0003779	actin binding
208260	P11532	0002162	dystroglycan binding
208261	P11532	0017022	myosin binding
208262	P11532	0050998	nitric-oxide synthase binding
208263	P11532	0005200	structural constituent of cytoskeleton
208264	P11532	0008307	structural constituent of muscle
208265	P11532	0017166	vinculin binding
208266	P11532	0008270	zinc ion binding
208267	P11532	0086001	cardiac muscle cell action potential
208268	P11532	0060048	cardiac muscle contraction
208269	P11532	0034613	cellular protein localization
208270	P11532	0034622	cellular protein-containing complex assembly
208271	P11532	0044458	motile cilium assembly
208272	P11532	0046716	muscle cell cellular homeostasis
208273	P11532	0048747	muscle fiber development
208274	P11532	0030049	muscle filament sliding
208275	P11532	0007517	muscle organ development
208276	P11532	1902083	negative regulation of peptidyl-cysteine S-nitrosylation
208277	P11532	0033137	negative regulation of peptidyl-serine phosphorylation
208278	P11532	0043043	peptide biosynthetic process
208279	P11532	0045666	positive regulation of neuron differentiation
208280	P11532	0010976	positive regulation of neuron projection development
208281	P11532	2000651	positive regulation of sodium ion transmembrane transporter activity
208282	P11532	0010881	regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion
208283	P11532	0090287	regulation of cellular response to growth factor stimulus
208284	P11532	0002027	regulation of heart rate
208285	P11532	0010880	regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum
208286	P11532	0060314	regulation of ryanodine-sensitive calcium-release channel activity
208287	P11532	0014819	regulation of skeletal muscle contraction
208288	P11532	0014809	regulation of skeletal muscle contraction by regulation of release of sequestered calcium ion
208289	P11532	1901385	regulation of voltage-gated calcium channel activity
208290	P11532	0035994	response to muscle stretch
215473	O60861	0005737	cytoplasm
215474	O60861	0005856	cytoskeleton
215475	O60861	0005886	plasma membrane
215476	O60861	0008092	cytoskeletal protein binding
215477	O60861	0003700	DNA-binding transcription factor activity
215478	O60861	0007050	cell cycle arrest
215479	O60861	0030182	neuron differentiation
215480	O60861	0048812	neuron projection morphogenesis
216513	O95817	0016235	aggresome
216514	O95817	0005623	cell
216515	O95817	0101031	chaperone complex
216516	O95817	0005737	cytoplasm
216517	O95817	0005829	cytosol
216518	O95817	0043005	neuron projection
216519	O95817	0005634	nucleus
216520	O95817	0005886	plasma membrane
216521	O95817	0001725	stress fiber
216522	O95817	0030018	Z disc
216523	O95817	0000774	adenyl-nucleotide exchange factor activity
216524	O95817	0045296	cadherin binding
216525	O95817	0051087	chaperone binding
216526	O95817	0045505	dynein intermediate chain binding
216527	O95817	0044877	protein-containing complex binding
216528	O95817	0070842	aggresome assembly
216529	O95817	0000045	autophagosome assembly
216530	O95817	0007420	brain development
216531	O95817	0034605	cellular response to heat
216532	O95817	0071260	cellular response to mechanical stimulus
216533	O95817	0034620	cellular response to unfolded protein
216534	O95817	0061684	chaperone-mediated autophagy
216535	O95817	0072321	chaperone-mediated protein transport
216536	O95817	0097192	extrinsic apoptotic signaling pathway in absence of ligand
216537	O95817	0008625	extrinsic apoptotic signaling pathway via death domain receptors
216538	O95817	0046716	muscle cell cellular homeostasis
216539	O95817	0043066	negative regulation of apoptotic process
216540	O95817	1903215	negative regulation of protein targeting to mitochondrion
216541	O95817	0010664	negative regulation of striated muscle cell apoptotic process
216542	O95817	0097201	negative regulation of transcription from RNA polymerase II promoter in response to stress
216543	O95817	1905337	positive regulation of aggrephagy
216544	O95817	0046827	positive regulation of protein export from nucleus
216545	O95817	0042307	positive regulation of protein import into nucleus
216546	O95817	0006457	protein folding
216547	O95817	0050821	protein stabilization
216548	O95817	0098840	protein transport along microtubule
216549	O95817	1900034	regulation of cellular response to heat
216550	O95817	0021510	spinal cord development
227489	Q96QZ7	0005912	adherens junction
227490	Q96QZ7	0005923	bicellular tight junction
227491	Q96QZ7	0030054	cell junction
227492	Q96QZ7	0071944	cell periphery
227493	Q96QZ7	0042995	cell projection
227494	Q96QZ7	0005911	cell-cell junction
227495	Q96QZ7	0005737	cytoplasm
227496	Q96QZ7	0005730	nucleolus
227497	Q96QZ7	0005654	nucleoplasm
227498	Q96QZ7	0005886	plasma membrane
227499	Q96QZ7	0051393	alpha-actinin binding
227500	Q96QZ7	0005524	ATP binding
227501	Q96QZ7	0060090	molecular adaptor activity
227502	Q96QZ7	0008022	protein C-terminus binding
227503	Q96QZ7	0007155	cell adhesion
227504	Q96QZ7	0007166	cell surface receptor signaling pathway
227505	Q96QZ7	0022409	positive regulation of cell-cell adhesion
227506	Q96QZ7	0065003	protein-containing complex assembly
227507	Q96QZ7	0007165	signal transduction
231966	O00213	0005737	cytoplasm
231967	O00213	0043197	dendritic spine
231968	O00213	0005783	endoplasmic reticulum
231969	O00213	0030426	growth cone
231970	O00213	1990812	growth cone filopodium
231971	O00213	1990761	growth cone lamellipodium
231972	O00213	0030027	lamellipodium
231973	O00213	0044304	main axon
231974	O00213	0043025	neuronal cell body
231975	O00213	0016607	nuclear speck
231976	O00213	0005654	nucleoplasm
231977	O00213	0005634	nucleus
231978	O00213	0048471	perinuclear region of cytoplasm
231979	O00213	0005886	plasma membrane
231980	O00213	0045211	postsynaptic membrane
231981	O00213	0042734	presynaptic membrane
231982	O00213	0032991	protein-containing complex
231983	O00213	0045202	synapse
231984	O00213	0001540	amyloid-beta binding
231985	O00213	0003682	chromatin binding
231986	O00213	0042393	histone binding
231987	O00213	0070064	proline-rich region binding
231988	O00213	0044877	protein-containing complex binding
231989	O00213	0048156	tau protein binding
231990	O00213	0008134	transcription factor binding
231991	O00213	0031625	ubiquitin protein ligase binding
231992	O00213	0006915	apoptotic process
231993	O00213	0007409	axonogenesis
231994	O00213	0007050	cell cycle arrest
231995	O00213	0006974	cellular response to DNA damage stimulus
231996	O00213	0006302	double-strand break repair
231997	O00213	0043967	histone H4 acetylation
231998	O00213	0030308	negative regulation of cell growth
231999	O00213	0050760	negative regulation of thymidylate synthase biosynthetic process
232000	O00213	0000122	negative regulation of transcription by RNA polymerase II
232001	O00213	0043065	positive regulation of apoptotic process
232002	O00213	0045739	positive regulation of DNA repair
232003	O00213	0010976	positive regulation of neuron projection development
232004	O00213	0050714	positive regulation of protein secretion
232005	O00213	0045944	positive regulation of transcription by RNA polymerase II
232006	O00213	0045893	positive regulation of transcription, DNA-templated
232007	O00213	0006355	regulation of transcription, DNA-templated
232008	O00213	0010039	response to iron ion
232009	O00213	0007165	signal transduction
238923	Q96J02	0005737	cytoplasm
238924	Q96J02	0005829	cytosol
238925	Q96J02	0031901	early endosome membrane
238926	Q96J02	0070062	extracellular exosome
238927	Q96J02	0043231	intracellular membrane-bounded organelle
238928	Q96J02	0016020	membrane
238929	Q96J02	0005654	nucleoplasm
238930	Q96J02	0005886	plasma membrane
238931	Q96J02	0032991	protein-containing complex
238932	Q96J02	1990763	arrestin family protein binding
238933	Q96J02	0045236	CXCR chemokine receptor binding
238934	Q96J02	0043021	ribonucleoprotein complex binding
238935	Q96J02	0061630	ubiquitin protein ligase activity
238936	Q96J02	0044389	ubiquitin-like protein ligase binding
238937	Q96J02	0004842	ubiquitin-protein transferase activity
238938	Q96J02	0006915	apoptotic process
238939	Q96J02	0051607	defense response to virus
238940	Q96J02	0006954	inflammatory response
238941	Q96J02	0045087	innate immune response
238942	Q96J02	0043066	negative regulation of apoptotic process
238943	Q96J02	0050687	negative regulation of defense response to virus
238944	Q96J02	0046329	negative regulation of JNK cascade
238945	Q96J02	0032088	negative regulation of NF-kappaB transcription factor activity
238946	Q96J02	0032480	negative regulation of type I interferon production
238947	Q96J02	0007219	Notch signaling pathway
238948	Q96J02	0070423	nucleotide-binding oligomerization domain containing signaling pathway
238949	Q96J02	0045732	positive regulation of protein catabolic process
238950	Q96J02	2000646	positive regulation of receptor catabolic process
238951	Q96J02	0043161	proteasome-mediated ubiquitin-dependent protein catabolic process
238952	Q96J02	0051865	protein autoubiquitination
238953	Q96J02	0035519	protein K29-linked ubiquitination
238954	Q96J02	0070936	protein K48-linked ubiquitination
238955	Q96J02	0070534	protein K63-linked ubiquitination
238956	Q96J02	0000209	protein polyubiquitination
238957	Q96J02	0016567	protein ubiquitination
238958	Q96J02	0001558	regulation of cell growth
238959	Q96J02	1902036	regulation of hematopoietic stem cell differentiation
238960	Q96J02	0090085	regulation of protein deubiquitination
238961	Q96J02	0006511	ubiquitin-dependent protein catabolic process
238962	Q96J02	0046718	viral entry into host cell
252998	O95704	0015629	actin cytoskeleton
252999	O95704	0005737	cytoplasm
253000	O95704	0005829	cytosol
253001	O95704	0005634	nucleus
253002	O95704	0001540	amyloid-beta binding
253003	O95704	0008134	transcription factor binding
253004	O95704	0006355	regulation of transcription, DNA-templated
255734	Q92870	0005737	cytoplasm
255735	Q92870	0030426	growth cone
255736	Q92870	0030027	lamellipodium
255737	Q92870	0016020	membrane
255738	Q92870	0005634	nucleus
255739	Q92870	0045202	synapse
255740	Q92870	0001540	amyloid-beta binding
255741	Q92870	0008134	transcription factor binding
255742	Q92870	0007411	axon guidance
255743	Q92870	0007050	cell cycle arrest
255744	Q92870	0030198	extracellular matrix organization
255745	Q92870	0035556	intracellular signal transduction
255746	Q92870	0043066	negative regulation of apoptotic process
255747	Q92870	0030308	negative regulation of cell growth
255748	Q92870	0001764	neuron migration
255749	Q92870	0043065	positive regulation of apoptotic process
255750	Q92870	0006355	regulation of transcription, DNA-templated
256702	Q13474	0030054	cell junction
256703	Q13474	0030425	dendrite
256704	Q13474	0098978	glutamatergic synapse
256705	Q13474	0043204	perikaryon
256706	Q13474	0005886	plasma membrane
256707	Q13474	0014069	postsynaptic density
256708	Q13474	0008270	zinc ion binding
256709	Q13474	0007417	central nervous system development
256710	Q13474	0050808	synapse organization
