	entry_ac	go_id	go_descr	architecture
357	Q13526	0003755	peptidyl-prolyl cis-trans isomerase activity	PF00397;PF00639
358	Q13526	0051219	phosphoprotein binding	PF00397;PF00639
359	Q13526	0050815	phosphoserine residue binding	PF00397;PF00639
360	Q13526	0050816	phosphothreonine residue binding	PF00397;PF00639
361	Q13526	0048156	tau protein binding	PF00397;PF00639
362	Q13526	0007049	cell cycle	PF00397;PF00639
363	Q13526	1902430	negative regulation of amyloid-beta formation	PF00397;PF00639
364	Q13526	2000146	negative regulation of cell motility	PF00397;PF00639
365	Q13526	0070373	negative regulation of ERK1 and ERK2 cascade	PF00397;PF00639
366	Q13526	0043524	negative regulation of neuron apoptotic process	PF00397;PF00639
367	Q13526	0032091	negative regulation of protein binding	PF00397;PF00639
368	Q13526	0042177	negative regulation of protein catabolic process	PF00397;PF00639
369	Q13526	0030512	negative regulation of transforming growth factor beta receptor signaling pathway	PF00397;PF00639
370	Q13526	0032480	negative regulation of type I interferon production	PF00397;PF00639
371	Q13526	0030182	neuron differentiation	PF00397;PF00639
372	Q13526	0090263	positive regulation of canonical Wnt signaling pathway	PF00397;PF00639
373	Q13526	0061051	positive regulation of cell growth involved in cardiac muscle cell development	PF00397;PF00639
374	Q13526	0043547	positive regulation of GTPase activity	PF00397;PF00639
375	Q13526	0043525	positive regulation of neuron apoptotic process	PF00397;PF00639
376	Q13526	0032092	positive regulation of protein binding	PF00397;PF00639
377	Q13526	0035307	positive regulation of protein dephosphorylation	PF00397;PF00639
378	Q13526	0001934	positive regulation of protein phosphorylation	PF00397;PF00639
379	Q13526	0045944	positive regulation of transcription by RNA polymerase II	PF00397;PF00639
380	Q13526	0051443	positive regulation of ubiquitin-protein transferase activity	PF00397;PF00639
381	Q13526	0000413	protein peptidyl-prolyl isomerization	PF00397;PF00639
382	Q13526	0050821	protein stabilization	PF00397;PF00639
383	Q13526	0032465	regulation of cytokinesis	PF00397;PF00639
384	Q13526	0010468	regulation of gene expression	PF00397;PF00639
385	Q13526	0007088	regulation of mitotic nuclear division	PF00397;PF00639
386	Q13526	0060393	regulation of pathway-restricted SMAD protein phosphorylation	PF00397;PF00639
387	Q13526	1900180	regulation of protein localization to nucleus	PF00397;PF00639
388	Q13526	0001932	regulation of protein phosphorylation	PF00397;PF00639
389	Q13526	0031647	regulation of protein stability	PF00397;PF00639
390	Q13526	1901796	regulation of signal transduction by p53 class mediator	PF00397;PF00639
391	Q13526	0001666	response to hypoxia	PF00397;PF00639
392	Q13526	0050808	synapse organization	PF00397;PF00639
393	O75554	0016607	nuclear speck	PF00397;PF06220
394	O75554	0005654	nucleoplasm	PF00397;PF06220
395	O75554	0005634	nucleus	PF00397;PF06220
396	O75554	0071005	U2-type precatalytic spliceosome	PF00397;PF06220
397	O75554	0003676	nucleic acid binding	PF00397;PF06220
398	O75554	0070064	proline-rich region binding	PF00397;PF06220
399	O75554	0008270	zinc ion binding	PF00397;PF06220
400	O75554	0045292	mRNA cis splicing, via spliceosome	PF00397;PF06220
401	O75554	0000398	mRNA splicing, via spliceosome	PF00397;PF06220
402	P46937	0005737	cytoplasm	PF00397
403	P46937	0005829	cytosol	PF00397
404	P46937	0016020	membrane	PF00397
405	P46937	0005654	nucleoplasm	PF00397
406	P46937	0005634	nucleus	PF00397
407	P46937	0071148	TEAD-1-YAP complex	PF00397
408	P46937	0071149	TEAD-2-YAP complex	PF00397
409	P46937	0033613	activating transcription factor binding	PF00397
410	P46937	0003682	chromatin binding	PF00397
411	P46937	0070064	proline-rich region binding	PF00397
412	P46937	0008022	protein C-terminus binding	PF00397
413	P46937	0046982	protein heterodimerization activity	PF00397
414	P46937	0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	PF00397
415	P46937	0003713	transcription coactivator activity	PF00397
416	P46937	0003714	transcription corepressor activity	PF00397
417	P46937	0044212	transcription regulatory region DNA binding	PF00397
418	P46937	0060449	bud elongation involved in lung branching	PF00397
419	P46937	0061026	cardiac muscle tissue regeneration	PF00397
420	P46937	0000902	cell morphogenesis	PF00397
421	P46937	0008283	cell population proliferation	PF00397
422	P46937	0006974	cellular response to DNA damage stimulus	PF00397
423	P46937	0071480	cellular response to gamma radiation	PF00397
424	P46937	0071300	cellular response to retinoic acid	PF00397
425	P46937	0060242	contact inhibition	PF00397
426	P46937	0003143	embryonic heart tube morphogenesis	PF00397
427	P46937	0003015	heart process	PF00397
428	P46937	0035329	hippo signaling	PF00397
429	P46937	0030216	keratinocyte differentiation	PF00397
430	P46937	0048368	lateral mesoderm development	PF00397
431	P46937	0060487	lung epithelial cell differentiation	PF00397
432	P46937	0030857	negative regulation of epithelial cell differentiation	PF00397
433	P46937	2001237	negative regulation of extrinsic apoptotic signaling pathway	PF00397
434	P46937	2000737	negative regulation of stem cell differentiation	PF00397
435	P46937	0030903	notochord development	PF00397
436	P46937	0048339	paraxial mesoderm development	PF00397
437	P46937	0090263	positive regulation of canonical Wnt signaling pathway	PF00397
438	P46937	0060045	positive regulation of cardiac muscle cell proliferation	PF00397
439	P46937	0033148	positive regulation of intracellular estrogen receptor signaling pathway	PF00397
440	P46937	1902459	positive regulation of stem cell population maintenance	PF00397
441	P46937	0045944	positive regulation of transcription by RNA polymerase II	PF00397
442	P46937	0045893	positive regulation of transcription, DNA-templated	PF00397
443	P46937	0050847	progesterone receptor signaling pathway	PF00397
444	P46937	0065003	protein-containing complex assembly	PF00397
445	P46937	1902036	regulation of hematopoietic stem cell differentiation	PF00397
446	P46937	0010837	regulation of keratinocyte proliferation	PF00397
447	P46937	0072307	regulation of metanephric nephron tubule epithelial cell differentiation	PF00397
448	P46937	0050767	regulation of neurogenesis	PF00397
449	P46937	0072091	regulation of stem cell proliferation	PF00397
450	P46937	0032570	response to progesterone	PF00397
451	P46937	0035019	somatic stem cell population maintenance	PF00397
452	P46937	0001894	tissue homeostasis	PF00397
453	P46937	0006367	transcription initiation from RNA polymerase II promoter	PF00397
454	P46937	0001570	vasculogenesis	PF00397
455	O00308	0005737	cytoplasm	PF00397;PF00632
456	O00308	0005829	cytosol	PF00397;PF00632
457	O00308	0070062	extracellular exosome	PF00397;PF00632
458	O00308	0016020	membrane	PF00397;PF00632
459	O00308	0005634	nucleus	PF00397;PF00632
460	O00308	0000151	ubiquitin ligase complex	PF00397;PF00632
461	O00308	0001085	RNA polymerase II transcription factor binding	PF00397;PF00632
462	O00308	0008134	transcription factor binding	PF00397;PF00632
463	O00308	0061630	ubiquitin protein ligase activity	PF00397;PF00632
464	O00308	0004842	ubiquitin-protein transferase activity	PF00397;PF00632
465	O00308	0006464	cellular protein modification process	PF00397;PF00632
466	O00308	0006858	extracellular transport	PF00397;PF00632
467	O00308	0043433	negative regulation of DNA-binding transcription factor activity	PF00397;PF00632
468	O00308	0010629	negative regulation of gene expression	PF00397;PF00632
469	O00308	0045746	negative regulation of Notch signaling pathway	PF00397;PF00632
470	O00308	0051224	negative regulation of protein transport	PF00397;PF00632
471	O00308	0000122	negative regulation of transcription by RNA polymerase II	PF00397;PF00632
472	O00308	0045892	negative regulation of transcription, DNA-templated	PF00397;PF00632
473	O00308	0032410	negative regulation of transporter activity	PF00397;PF00632
474	O00308	0045732	positive regulation of protein catabolic process	PF00397;PF00632
475	O00308	0045944	positive regulation of transcription by RNA polymerase II	PF00397;PF00632
476	O00308	0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	PF00397;PF00632
477	O00308	0051865	protein autoubiquitination	PF00397;PF00632
478	O00308	0070534	protein K63-linked ubiquitination	PF00397;PF00632
479	O00308	0000209	protein polyubiquitination	PF00397;PF00632
480	O00308	0016567	protein ubiquitination	PF00397;PF00632
481	O00308	0034765	regulation of ion transmembrane transport	PF00397;PF00632
482	O00308	0042391	regulation of membrane potential	PF00397;PF00632
483	O00308	1901016	regulation of potassium ion transmembrane transporter activity	PF00397;PF00632
484	O00308	0006511	ubiquitin-dependent protein catabolic process	PF00397;PF00632
485	O00308	0046718	viral entry into host cell	PF00397;PF00632
486	P40818	0005737	cytoplasm	PF00443;PF00581;PF08969
487	P40818	0005829	cytosol	PF00443;PF00581;PF08969
488	P40818	0043197	dendritic spine	PF00443;PF00581;PF08969
489	P40818	0005769	early endosome	PF00443;PF00581;PF08969
490	P40818	0031313	extrinsic component of endosome membrane	PF00443;PF00581;PF08969
491	P40818	0019897	extrinsic component of plasma membrane	PF00443;PF00581;PF08969
492	P40818	0098978	glutamatergic synapse	PF00443;PF00581;PF08969
493	P40818	0030496	midbody	PF00443;PF00581;PF08969
494	P40818	0005634	nucleus	PF00443;PF00581;PF08969
495	P40818	0014069	postsynaptic density	PF00443;PF00581;PF08969
496	P40818	0045296	cadherin binding	PF00443;PF00581;PF08969
497	P40818	0004197	cysteine-type endopeptidase activity	PF00443;PF00581;PF08969
498	P40818	0017124	SH3 domain binding	PF00443;PF00581;PF08969
499	P40818	0004843	thiol-dependent ubiquitin-specific protease activity	PF00443;PF00581;PF08969
500	P40818	0071549	cellular response to dexamethasone stimulus	PF00443;PF00581;PF08969
501	P40818	1990090	cellular response to nerve growth factor stimulus	PF00443;PF00581;PF08969
502	P40818	0007032	endosome organization	PF00443;PF00581;PF08969
503	P40818	0000281	mitotic cytokinesis	PF00443;PF00581;PF08969
504	P40818	0090263	positive regulation of canonical Wnt signaling pathway	PF00443;PF00581;PF08969
505	P40818	0016579	protein deubiquitination	PF00443;PF00581;PF08969
506	P40818	0071108	protein K48-linked deubiquitination	PF00443;PF00581;PF08969
507	P40818	0070536	protein K63-linked deubiquitination	PF00443;PF00581;PF08969
508	P40818	0007265	Ras protein signal transduction	PF00443;PF00581;PF08969
509	P40818	0099576	regulation of protein catabolic process at postsynapse, modulating synaptic transmission	PF00443;PF00581;PF08969
510	P40818	0032880	regulation of protein localization	PF00443;PF00581;PF08969
511	P40818	0031647	regulation of protein stability	PF00443;PF00581;PF08969
512	P40818	0006511	ubiquitin-dependent protein catabolic process	PF00443;PF00581;PF08969
513	P46939	0030054	cell junction	PF00307;PF00397;PF00435;PF00569;PF09068;PF09069
514	P46939	0030864	cortical actin cytoskeleton	PF00307;PF00397;PF00435;PF00569;PF09068;PF09069
515	P46939	0005737	cytoplasm	PF00307;PF00397;PF00435;PF00569;PF09068;PF09069
516	P46939	0005856	cytoskeleton	PF00307;PF00397;PF00435;PF00569;PF09068;PF09069
517	P46939	0016010	dystrophin-associated glycoprotein complex	PF00307;PF00397;PF00435;PF00569;PF09068;PF09069
518	P46939	0070062	extracellular exosome	PF00307;PF00397;PF00435;PF00569;PF09068;PF09069
519	P46939	0030175	filopodium	PF00307;PF00397;PF00435;PF00569;PF09068;PF09069
520	P46939	0031527	filopodium membrane	PF00307;PF00397;PF00435;PF00569;PF09068;PF09069
521	P46939	0030426	growth cone	PF00307;PF00397;PF00435;PF00569;PF09068;PF09069
522	P46939	0016020	membrane	PF00307;PF00397;PF00435;PF00569;PF09068;PF09069
523	P46939	0031594	neuromuscular junction	PF00307;PF00397;PF00435;PF00569;PF09068;PF09069
524	P46939	0005654	nucleoplasm	PF00307;PF00397;PF00435;PF00569;PF09068;PF09069
525	P46939	0005886	plasma membrane	PF00307;PF00397;PF00435;PF00569;PF09068;PF09069
526	P46939	0045211	postsynaptic membrane	PF00307;PF00397;PF00435;PF00569;PF09068;PF09069
527	P46939	0032991	protein-containing complex	PF00307;PF00397;PF00435;PF00569;PF09068;PF09069
528	P46939	0042383	sarcolemma	PF00307;PF00397;PF00435;PF00569;PF09068;PF09069
529	P46939	0003779	actin binding	PF00307;PF00397;PF00435;PF00569;PF09068;PF09069
530	P46939	0051015	actin filament binding	PF00307;PF00397;PF00435;PF00569;PF09068;PF09069
531	P46939	0005178	integrin binding	PF00307;PF00397;PF00435;PF00569;PF09068;PF09069
532	P46939	0019901	protein kinase binding	PF00307;PF00397;PF00435;PF00569;PF09068;PF09069
533	P46939	0017166	vinculin binding	PF00307;PF00397;PF00435;PF00569;PF09068;PF09069
534	P46939	0008270	zinc ion binding	PF00307;PF00397;PF00435;PF00569;PF09068;PF09069
535	P46939	0006936	muscle contraction	PF00307;PF00397;PF00435;PF00569;PF09068;PF09069
536	P46939	0007517	muscle organ development	PF00307;PF00397;PF00435;PF00569;PF09068;PF09069
537	P46939	0007528	neuromuscular junction development	PF00307;PF00397;PF00435;PF00569;PF09068;PF09069
538	P46939	0001954	positive regulation of cell-matrix adhesion	PF00307;PF00397;PF00435;PF00569;PF09068;PF09069
539	P46939	2000649	regulation of sodium ion transmembrane transporter activity	PF00307;PF00397;PF00435;PF00569;PF09068;PF09069
540	P46939	0014894	response to denervation involved in regulation of muscle adaptation	PF00307;PF00397;PF00435;PF00569;PF09068;PF09069
541	Q9H4B6	0005737	cytoplasm	PF00397
542	Q9H4B6	0005829	cytosol	PF00397
543	Q9H4B6	0005634	nucleus	PF00397
544	Q9H4B6	0042802	identical protein binding	PF00397
545	Q9H4B6	0060090	molecular adaptor activity	PF00397
546	Q9H4B6	0006915	apoptotic process	PF00397
547	Q9H4B6	0001942	hair follicle development	PF00397
548	Q9H4B6	0035329	hippo signaling	PF00397
549	Q9H4B6	0060575	intestinal epithelial cell differentiation	PF00397
550	Q9H4B6	0030216	keratinocyte differentiation	PF00397
551	Q9H4B6	0060487	lung epithelial cell differentiation	PF00397
552	Q9H4B6	0060044	negative regulation of cardiac muscle cell proliferation	PF00397
553	Q9H4B6	0050680	negative regulation of epithelial cell proliferation	PF00397
554	Q9H4B6	0043065	positive regulation of apoptotic process	PF00397
555	Q9H4B6	0051091	positive regulation of DNA-binding transcription factor activity	PF00397
556	Q9H4B6	0045600	positive regulation of fat cell differentiation	PF00397
557	Q9H4B6	0050821	protein stabilization	PF00397
558	Q9H4B6	2000036	regulation of stem cell population maintenance	PF00397
559	Q9H4B6	0007165	signal transduction	PF00397
560	Q9H4B6	0060412	ventricular septum morphogenesis	PF00397
561	Q9H0M0	0005737	cytoplasm	PF00168;PF00397;PF00632
562	Q9H0M0	0005829	cytosol	PF00168;PF00397;PF00632
563	Q9H0M0	0070062	extracellular exosome	PF00168;PF00397;PF00632
564	Q9H0M0	0005634	nucleus	PF00168;PF00397;PF00632
565	Q9H0M0	0005886	plasma membrane	PF00168;PF00397;PF00632
566	Q9H0M0	0000151	ubiquitin ligase complex	PF00168;PF00397;PF00632
567	Q9H0M0	0061630	ubiquitin protein ligase activity	PF00168;PF00397;PF00632
568	Q9H0M0	0004842	ubiquitin-protein transferase activity	PF00168;PF00397;PF00632
569	Q9H0M0	0007417	central nervous system development	PF00168;PF00397;PF00632
570	Q9H0M0	0034220	ion transmembrane transport	PF00168;PF00397;PF00632
571	Q9H0M0	0045892	negative regulation of transcription, DNA-templated	PF00168;PF00397;PF00632
572	Q9H0M0	0045732	positive regulation of protein catabolic process	PF00168;PF00397;PF00632
573	Q9H0M0	0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	PF00168;PF00397;PF00632
574	Q9H0M0	0000209	protein polyubiquitination	PF00168;PF00397;PF00632
575	Q9H0M0	0016567	protein ubiquitination	PF00168;PF00397;PF00632
576	Q9H0M0	0007165	signal transduction	PF00168;PF00397;PF00632
577	Q9H0M0	0006511	ubiquitin-dependent protein catabolic process	PF00168;PF00397;PF00632
578	Q9H0M0	0046718	viral entry into host cell	PF00168;PF00397;PF00632
579	O75400	0005829	cytosol	PF00397;PF01846
580	O75400	0016020	membrane	PF00397;PF01846
581	O75400	0016363	nuclear matrix	PF00397;PF01846
582	O75400	0016607	nuclear speck	PF00397;PF01846
583	O75400	0005654	nucleoplasm	PF00397;PF01846
584	O75400	0005685	U1 snRNP	PF00397;PF01846
585	O75400	0071004	U2-type prespliceosome	PF00397;PF01846
586	O75400	0070064	proline-rich region binding	PF00397;PF01846
587	O75400	0003723	RNA binding	PF00397;PF01846
588	O75400	0007049	cell cycle	PF00397;PF01846
589	O75400	0051301	cell division	PF00397;PF01846
590	O75400	0016477	cell migration	PF00397;PF01846
591	O75400	0007010	cytoskeleton organization	PF00397;PF01846
592	O75400	0045292	mRNA cis splicing, via spliceosome	PF00397;PF01846
593	O75400	0000398	mRNA splicing, via spliceosome	PF00397;PF01846
594	O75400	0008360	regulation of cell shape	PF00397;PF01846
595	O75400	0032465	regulation of cytokinesis	PF00397;PF01846
596	O60828	0010494	cytoplasmic stress granule	PF00397;PF12237
597	O60828	0005829	cytosol	PF00397;PF12237
598	O60828	0071598	neuronal ribonucleoprotein granule	PF00397;PF12237
599	O60828	0016607	nuclear speck	PF00397;PF12237
600	O60828	0005654	nucleoplasm	PF00397;PF12237
601	O60828	0005634	nucleus	PF00397;PF12237
602	O60828	0003677	DNA binding	PF00397;PF12237
603	O60828	0003690	double-stranded DNA binding	PF00397;PF12237
604	O60828	0043021	ribonucleoprotein complex binding	PF00397;PF12237
605	O60828	0003713	transcription coactivator activity	PF00397;PF12237
606	O60828	0002218	activation of innate immune response	PF00397;PF12237
607	O60828	0000380	alternative mRNA splicing, via spliceosome	PF00397;PF12237
608	O60828	0071360	cellular response to exogenous dsRNA	PF00397;PF12237
609	O60828	0051607	defense response to virus	PF00397;PF12237
610	O60828	0045087	innate immune response	PF00397;PF12237
611	O60828	0000398	mRNA splicing, via spliceosome	PF00397;PF12237
612	O60828	0031175	neuron projection development	PF00397;PF12237
613	O60828	0002230	positive regulation of defense response to virus by host	PF00397;PF12237
614	O60828	0032481	positive regulation of type I interferon production	PF00397;PF12237
615	O60828	0048814	regulation of dendrite morphogenesis	PF00397;PF12237
616	O60828	0043484	regulation of RNA splicing	PF00397;PF12237
617	O60828	0006355	regulation of transcription, DNA-templated	PF00397;PF12237
618	Q9H4Z3	0045171	intercellular bridge	PF00397
619	Q9H4Z3	0015630	microtubule cytoskeleton	PF00397
620	Q9H4Z3	0005654	nucleoplasm	PF00397
621	Q9H4Z3	0005634	nucleus	PF00397
622	Q9H4Z3	0016422	mRNA (2'-O-methyladenosine-N6-)-methyltransferase activity	PF00397
623	Q9H4Z3	0099122	RNA polymerase II C-terminal domain binding	PF00397
624	Q9H4Z3	1904047	S-adenosyl-L-methionine binding	PF00397
625	Q9H4Z3	0080009	mRNA methylation	PF00397
626	Q9H4Z3	0010923	negative regulation of phosphatase activity	PF00397
627	Q9H4Z3	0017148	negative regulation of translation	PF00397
628	Q9H4Z3	0045727	positive regulation of translation	PF00397
629	Q8IX03	0005737	cytoplasm	PF00397;PF01846
630	Q8IX03	0005829	cytosol	PF00397;PF01846
631	Q8IX03	0005634	nucleus	PF00397;PF01846
632	Q8IX03	0048471	perinuclear region of cytoplasm	PF00397;PF01846
633	Q8IX03	0032991	protein-containing complex	PF00397;PF01846
634	Q8IX03	0032587	ruffle membrane	PF00397;PF01846
635	Q8IX03	0019900	kinase binding	PF00397;PF01846
636	Q8IX03	0060090	molecular adaptor activity	PF00397;PF01846
637	Q8IX03	0003713	transcription coactivator activity	PF00397;PF01846
638	Q8IX03	0016477	cell migration	PF00397;PF01846
639	Q8IX03	0030010	establishment of cell polarity	PF00397;PF01846
640	Q8IX03	0035329	hippo signaling	PF00397;PF01846
641	Q8IX03	0035331	negative regulation of hippo signaling	PF00397;PF01846
642	Q8IX03	0046621	negative regulation of organ growth	PF00397;PF01846
643	Q8IX03	0000122	negative regulation of transcription by RNA polymerase II	PF00397;PF01846
644	Q8IX03	0043410	positive regulation of MAPK cascade	PF00397;PF01846
645	Q8IX03	0007221	positive regulation of transcription of Notch receptor target	PF00397;PF01846
646	Q8IX03	0035330	regulation of hippo signaling	PF00397;PF01846
647	Q8IX03	0032386	regulation of intracellular transport	PF00397;PF01846
648	Q6NWY9	0016607	nuclear speck	PF00168;PF00397;PF00632
649	Q6NWY9	0005685	U1 snRNP	PF00168;PF00397;PF00632
650	Q6NWY9	0071004	U2-type prespliceosome	PF00168;PF00397;PF00632
651	Q6NWY9	0003723	RNA binding	PF00168;PF00397;PF00632
652	Q6NWY9	0045292	mRNA cis splicing, via spliceosome	PF00168;PF00397;PF00632
653	Q6NWY9	0000398	mRNA splicing, via spliceosome	PF00168;PF00397;PF00632
654	Q96PU5	0005623	cell	PF00397;PF00632
655	Q96PU5	0005737	cytoplasm	PF00397;PF00632
656	Q96PU5	0005829	cytosol	PF00397;PF00632
657	Q96PU5	0070062	extracellular exosome	PF00397;PF00632
658	Q96PU5	0005794	Golgi apparatus	PF00397;PF00632
659	Q96PU5	0005771	multivesicular body	PF00397;PF00632
660	Q96PU5	0005654	nucleoplasm	PF00397;PF00632
661	Q96PU5	0044325	ion channel binding	PF00397;PF00632
662	Q96PU5	0019870	potassium channel inhibitor activity	PF00397;PF00632
663	Q96PU5	0015459	potassium channel regulator activity	PF00397;PF00632
664	Q96PU5	0019871	sodium channel inhibitor activity	PF00397;PF00632
665	Q96PU5	0017080	sodium channel regulator activity	PF00397;PF00632
666	Q96PU5	0061630	ubiquitin protein ligase activity	PF00397;PF00632
667	Q96PU5	0004842	ubiquitin-protein transferase activity	PF00397;PF00632
668	Q96PU5	0006883	cellular sodium ion homeostasis	PF00397;PF00632
669	Q96PU5	0007588	excretion	PF00397;PF00632
670	Q96PU5	0034220	ion transmembrane transport	PF00397;PF00632
671	Q96PU5	1901380	negative regulation of potassium ion transmembrane transport	PF00397;PF00632
672	Q96PU5	1901017	negative regulation of potassium ion transmembrane transporter activity	PF00397;PF00632
673	Q96PU5	2000009	negative regulation of protein localization to cell surface	PF00397;PF00632
674	Q96PU5	1902306	negative regulation of sodium ion transmembrane transport	PF00397;PF00632
675	Q96PU5	2000650	negative regulation of sodium ion transmembrane transporter activity	PF00397;PF00632
676	Q96PU5	0000122	negative regulation of transcription by RNA polymerase II	PF00397;PF00632
677	Q96PU5	2001288	positive regulation of caveolin-mediated endocytosis	PF00397;PF00632
678	Q96PU5	1903861	positive regulation of dendrite extension	PF00397;PF00632
679	Q96PU5	0045807	positive regulation of endocytosis	PF00397;PF00632
680	Q96PU5	0045732	positive regulation of protein catabolic process	PF00397;PF00632
681	Q96PU5	0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	PF00397;PF00632
682	Q96PU5	0070936	protein K48-linked ubiquitination	PF00397;PF00632
683	Q96PU5	0006513	protein monoubiquitination	PF00397;PF00632
684	Q96PU5	0000209	protein polyubiquitination	PF00397;PF00632
685	Q96PU5	0016567	protein ubiquitination	PF00397;PF00632
686	Q96PU5	0048814	regulation of dendrite morphogenesis	PF00397;PF00632
687	Q96PU5	0034765	regulation of ion transmembrane transport	PF00397;PF00632
688	Q96PU5	0003254	regulation of membrane depolarization	PF00397;PF00632
689	Q96PU5	0042391	regulation of membrane potential	PF00397;PF00632
690	Q96PU5	0060306	regulation of membrane repolarization	PF00397;PF00632
691	Q96PU5	1901016	regulation of potassium ion transmembrane transporter activity	PF00397;PF00632
692	Q96PU5	0042176	regulation of protein catabolic process	PF00397;PF00632
693	Q96PU5	0031647	regulation of protein stability	PF00397;PF00632
694	Q96PU5	0010038	response to metal ion	PF00397;PF00632
695	Q96PU5	0006814	sodium ion transport	PF00397;PF00632
696	Q96PU5	0006511	ubiquitin-dependent protein catabolic process	PF00397;PF00632
697	Q96PU5	0086005	ventricular cardiac muscle cell action potential	PF00397;PF00632
698	Q96PU5	0019058	viral life cycle	PF00397;PF00632
699	Q96PU5	0030104	water homeostasis	PF00397;PF00632
700	Q9UPV0	0005814	centriole	PF00993;PF07654
701	Q9UPV0	0005813	centrosome	PF00993;PF07654
702	Q9UPV0	0097539	ciliary transition fiber	PF00993;PF07654
703	Q9UPV0	0005829	cytosol	PF00993;PF07654
704	Q9UPV0	0005615	extracellular space	PF00993;PF07654
705	Q9UPV0	0043231	intracellular membrane-bounded organelle	PF00993;PF07654
706	Q9UPV0	0005654	nucleoplasm	PF00993;PF07654
707	Q9UPV0	0051301	cell division	PF00993;PF07654
708	Q9UPV0	0097711	ciliary basal body-plasma membrane docking	PF00993;PF07654
709	Q9UPV0	0060271	cilium assembly	PF00993;PF07654
710	Q9UPV0	0006281	DNA repair	PF00993;PF07654
711	Q9UPV0	0000086	G2/M transition of mitotic cell cycle	PF00993;PF07654
712	Q9UPV0	0010389	regulation of G2/M transition of mitotic cell cycle	PF00993;PF07654
713	P46934	0016327	apicolateral plasma membrane	PF00035
714	P46934	0005938	cell cortex	PF00035
715	P46934	0000785	chromatin	PF00035
716	P46934	0005737	cytoplasm	PF00035
717	P46934	0005829	cytosol	PF00035
718	P46934	0043197	dendritic spine	PF00035
719	P46934	0070062	extracellular exosome	PF00035
720	P46934	0098978	glutamatergic synapse	PF00035
721	P46934	0005794	Golgi apparatus	PF00035
722	P46934	0048471	perinuclear region of cytoplasm	PF00035
723	P46934	0005886	plasma membrane	PF00035
724	P46934	0099524	postsynaptic cytosol	PF00035
725	P46934	0000151	ubiquitin ligase complex	PF00035
726	P46934	0031698	beta-2 adrenergic receptor binding	PF00035
727	P46934	0019899	enzyme binding	PF00035
728	P46934	0035255	ionotropic glutamate receptor binding	PF00035
729	P46934	0050815	phosphoserine residue binding	PF00035
730	P46934	0050816	phosphothreonine residue binding	PF00035
731	P46934	0070064	proline-rich region binding	PF00035
732	P46934	0019904	protein domain specific binding	PF00035
733	P46934	0070063	RNA polymerase binding	PF00035
734	P46934	0019871	sodium channel inhibitor activity	PF00035
735	P46934	0043130	ubiquitin binding	PF00035
736	P46934	0061630	ubiquitin protein ligase activity	PF00035
737	P46934	0002250	adaptive immune response	PF00035
738	P46934	0048514	blood vessel morphogenesis	PF00035
739	P46934	0034644	cellular response to UV	PF00035
740	P46934	0044111	development involved in symbiotic interaction	PF00035
741	P46934	0003197	endocardial cushion development	PF00035
742	P46934	0042921	glucocorticoid receptor signaling pathway	PF00035
743	P46934	0007041	lysosomal transport	PF00035
744	P46934	2000650	negative regulation of sodium ion transmembrane transporter activity	PF00035
745	P46934	0010766	negative regulation of sodium ion transport	PF00035
746	P46934	0010768	negative regulation of transcription from RNA polymerase II promoter in response to UV-induced DNA damage	PF00035
747	P46934	0030948	negative regulation of vascular endothelial growth factor receptor signaling pathway	PF00035
748	P46934	0007528	neuromuscular junction development	PF00035
749	P46934	0031175	neuron projection development	PF00035
750	P46934	0003151	outflow tract morphogenesis	PF00035
751	P46934	0046824	positive regulation of nucleocytoplasmic transport	PF00035
752	P46934	0014068	positive regulation of phosphatidylinositol 3-kinase signaling	PF00035
753	P46934	0045732	positive regulation of protein catabolic process	PF00035
754	P46934	0050847	progesterone receptor signaling pathway	PF00035
755	P46934	0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	PF00035
756	P46934	0070534	protein K63-linked ubiquitination	PF00035
757	P46934	0006513	protein monoubiquitination	PF00035
758	P46934	0000209	protein polyubiquitination	PF00035
759	P46934	0006622	protein targeting to lysosome	PF00035
760	P46934	0016567	protein ubiquitination	PF00035
761	P46934	0032801	receptor catabolic process	PF00035
762	P46934	0031623	receptor internalization	PF00035
763	P46934	0048814	regulation of dendrite morphogenesis	PF00035
764	P46934	0034765	regulation of ion transmembrane transport	PF00035
765	P46934	0016241	regulation of macroautophagy	PF00035
766	P46934	0042391	regulation of membrane potential	PF00035
767	P46934	1901016	regulation of potassium ion transmembrane transporter activity	PF00035
768	P46934	0050807	regulation of synapse organization	PF00035
769	P46934	0051592	response to calcium ion	PF00035
770	P46934	0042110	T cell activation	PF00035
771	P46934	0019089	transmission of virus	PF00035
772	P46934	0006511	ubiquitin-dependent protein catabolic process	PF00035
773	P46934	0043162	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	PF00035
774	P01906	0030669	clathrin-coated endocytic vesicle membrane	PF00373;PF00595
775	P01906	0030666	endocytic vesicle membrane	PF00373;PF00595
776	P01906	0010008	endosome membrane	PF00373;PF00595
777	P01906	0012507	ER to Golgi transport vesicle membrane	PF00373;PF00595
778	P01906	0000139	Golgi membrane	PF00373;PF00595
